,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
1741,ARK: Survival Evolved,Switch,2018.0,Action Adventure,Studio Wildcard  ,0.07,0.0,0.0,0.01,0.08,29.0,12.0,2.5,60.0,Studio Wildcard,T
1742,Disneyland Adventures,Xbox One,2017.0,Action Adventure,Microsoft Studios  ,0.05,0.01,0.0,0.01,0.07,67.0,9.0,5.6,25.0,Asobo Studio,E10+
1743,Shenmue I & II,Xbox One,2018.0,Miscellaneous,Sega  ,0.05,0.01,0.0,0.01,0.07,72.0,10.0,7.8,75.0,"Sega, d3t Ltd",T
1745,Conan Exiles,Xbox One,2018.0,Action Adventure,Maximum Games  ,0.05,0.01,0.0,0.01,0.07,64.0,9.0,5.5,55.0,Funcom,M
1746,Assassin's Creed Odyssey,PC,2018.0,Action Adventure,Ubisoft  ,0.0,0.06,0.0,0.0,0.06,86.0,14.0,6.2,2207.0,Ubisoft,M
1747,Rodea the Sky Soldier,3DS,2015.0,Action,NIS America  ,0.04,0.0,0.0,0.01,0.05,45.0,7.0,5.7,38.0,"Prope, Kadokawa",E10+
1748,Hellblade: Senua's Sacrifice,PlayStation 4,2018.0,Fantasy,505 Games  ,0.03,0.01,0.0,0.01,0.05,81.0,68.0,7.9,1364.0,Ninja Theory,M
1749,rain,PlayStation 3,2013.0,Miscellaneous,Sony Computer Entertainment  ,0.0,0.0,0.05,0.0,0.05,72.0,77.0,7.8,182.0,SCE Japan Studio,E10+
1750,Resident Evil 4,Xbox One,2016.0,Action Adventure,Capcom  ,0.04,0.0,0.0,0.01,0.05,76.0,14.0,8.2,148.0,Capcom,M
1751,Yomawari: The Long Night Collection,Switch,2018.0,Miscellaneous,NIS America  ,0.04,0.0,0.01,0.0,0.05,73.0,11.0,7.2,9.0,Nippon Ichi Software,M
1753,Earthfall,PlayStation 4,2018.0,Action,Gearbox Software  ,0.03,0.0,0.0,0.01,0.04,54.0,9.0,5.6,18.0,Holospark,T
1754,Darksiders: Warmastered Edition,Xbox One,2016.0,Action Adventure,THQ Nordic  ,0.04,0.0,0.0,0.0,0.04,80.0,17.0,8.2,46.0,Nordic Games Publishing,M
1755,Assassin's Creed Chronicles: China,PlayStation 4,2015.0,Historic,Ubisoft  ,0.0,0.03,0.0,0.01,0.04,69.0,44.0,6.1,113.0,"Climax Group, Climax Studios",T
1757,Assassin's Creed Rogue Remastered,Xbox One,2018.0,Action Adventure,Ubisoft  ,0.0,0.03,0.0,0.0,0.03,71.0,17.0,7.3,47.0,Ubisoft,M
1758,Monster Boy and the Cursed Kingdom,Switch,2018.0,Action Adventure,FDG Entertainment  ,0.03,0.0,0.0,0.0,0.03,86.0,22.0,8.2,134.0,FDG Entertainment,E10+
1761,Earthfall,Xbox One,2018.0,Action,Gearbox Software  ,0.03,0.0,0.0,0.0,0.03,56.0,19.0,5.5,14.0,Holospark,T
1762,Power Rangers Super Megaforce,3DS,2014.0,Action,Namco Bandai Games  ,0.01,0.01,0.0,0.0,0.02,43.0,7.0,5.0,6.0,"Bandai Namco Games, 7thChord",E10+
1763,Override: Mech City Brawl,PlayStation 4,2018.0,Action,Modus Games  ,0.02,0.0,0.0,0.01,0.03,59.0,13.0,7.0,5.0,"The Balance, Inc",T
1764,Beast Quest,PlayStation 4,2018.0,Action,Maximum Games  ,0.02,0.0,0.0,0.01,0.03,33.0,5.0,4.6,11.0,Maximum Games,E
1766,Onimusha: Warlords,PlayStation 4,2019.0,Action Adventure,Capcom  ,0.0,0.0,0.03,0.0,0.03,73.0,26.0,6.6,81.0,"Capcom, NeoBards Entertainment",M
1767,Darksiders: Warmastered Edition,Wii U,2017.0,Action Adventure,THQ Nordic  ,0.01,0.01,0.0,0.0,0.02,77.0,5.0,8.1,23.0,"Nordic Games Publishing, Kaiko",M
1768,Agony,PlayStation 4,2018.0,Action Adventure,Maximum Games  ,0.02,0.0,0.0,0.0,0.02,37.0,17.0,4.6,153.0,Madmind Studio,M
1770,Agony,Xbox One,2018.0,Action Adventure,Maximum Games  ,0.02,0.0,0.0,0.0,0.02,34.0,11.0,4.3,73.0,Madmind Studio,M
1771,Override: Mech City Brawl,Xbox One,2018.0,Action,Modus Games  ,0.02,0.0,0.0,0.0,0.02,64.0,9.0,6.9,7.0,Modus,T
1772,Gravity Rush Remastered,PlayStation 4,2016.0,Action,Sony Computer Entertainment  ,0.02,0.06,0.05,0.02,0.15,80.0,62.0,8.1,458.0,Bluepoint Games,T
1773,Gravity Rush Remastered,PlayStation 4,2016.0,Action,Sony Computer Entertainment Europe  ,0.0,0.02,0.0,0.0,0.02,80.0,62.0,8.1,458.0,Bluepoint Games,T
1774,Invizimals: The Lost Kingdom,PlayStation 3,2014.0,Card Battle,Sony Computer Entertainment  ,0.0,0.02,0.0,0.0,0.02,50.0,16.0,5.5,25.0,Magenta Software,E10+
1776,Max: The Curse of Brotherhood,Switch,2018.0,Action Adventure,Wired Productions  ,0.01,0.0,0.0,0.0,0.01,73.0,13.0,7.1,18.0,Stage Clear Studios,E10+
1778,Far Cry 3: Classic Edition,PlayStation 4,2018.0,Action,Ubisoft  ,0.0,0.0,0.01,0.0,0.01,70.0,4.0,7.8,247.0,Ubisoft Montreal,M
1779,Adventure Time: The Secret of the Nameless Kingdom,Xbox 360,2014.0,Action Adventure,Little Orbit  ,0.01,0.0,0.0,0.0,0.01,58.0,5.0,7.5,4.0,WayForward,E10+
1780,Adventure Time: The Secret of the Nameless Kingdom,Xbox 360,2014.0,Action Adventure,Little Orbit  ,0.0,0.05,0.0,0.0,0.05,58.0,5.0,7.5,4.0,WayForward,E10+
1782,Onimusha: Warlords,Switch,2019.0,Action Adventure,Capcom  ,0.0,0.0,0.01,0.0,0.01,71.0,31.0,7.4,43.0,"Capcom, NeoBards Entertainment",M
1783,LEGO Batman 2: DC Super Heroes,PC,2012.0,Action Adventure,Warner Bros. Interactive Entertainment  ,0.0,0.01,0.0,0.0,0.01,81.0,6.0,7.7,113.0,TT Games,E10+
1784,Legend of Kay Anniversary,Switch,2018.0,Action Adventure,THQ Nordic  ,0.0,0.01,0.0,0.0,0.01,54.0,9.0,5.3,11.0,Kaiko,E10+
1786,LEGO Indiana Jones: The Original Adventures,Xbox 360,2008.0,Action Adventure,LucasArts  ,2.4,1.01,0.0,0.36,3.77,77.0,60.0,7.7,100.0,Traveller's Tales,E10+
1787,LEGO Batman: The Videogame,Xbox 360,2008.0,Action Adventure,Warner Bros. Interactive  ,2.07,1.04,0.0,0.34,3.4499999999999997,76.0,49.0,7.8,113.0,Traveller's Tales,E10+
1789,LEGO Batman: The Videogame,Wii,2008.0,Action Adventure,Warner Bros. Interactive  ,1.8,0.98,0.0,0.29,3.0700000000000003,74.0,17.0,8.0,33.0,Traveller's Tales,E10+
1790,LEGO Batman: The Videogame,DS,2008.0,Action Adventure,Warner Bros. Interactive  ,1.75,1.02,0.0,0.29,3.06,72.0,16.0,8.1,24.0,TT Fusion,E10+
1791,Harry Potter and the Chamber of Secrets,PlayStation 2,2002.0,Action Adventure,Electronic Arts  ,0.9,1.22,0.04,0.44,2.6,71.0,16.0,7.5,85.0,Electronic Arts,E
1793,LEGO Harry Potter: Years 1-4,Wii,2010.0,Action Adventure,Warner Bros. Interactive  ,1.29,0.94,0.0,0.22,2.45,79.0,13.0,8.0,41.0,Traveller's Tales,E10+
1794,Frogger's Adventures: Temple of the Frog,Game Boy Advance,2001.0,Action,Konami  ,2.15,0.18,0.0,0.07,2.4,73.0,4.0,8.0,5.0,Konami Computer Entertainment Hawaii,E
1795,LEGO Indiana Jones: The Original Adventures,Wii,2008.0,Action Adventure,LucasArts  ,1.51,0.62,0.0,0.22,2.35,78.0,22.0,6.9,39.0,Traveller's Tales,E10+
1796,LEGO Harry Potter: Years 1-4,DS,2010.0,Action Adventure,Warner Bros. Interactive  ,1.07,1.0,0.0,0.22,2.2900000000000005,72.0,7.0,7.5,8.0,TT Fusion,E10+
1798,Prince of Persia: The Sands of Time,PlayStation 2,2003.0,Action Adventure,Ubisoft  ,0.88,1.03,0.0,0.31,2.22,92.0,44.0,8.8,357.0,Ubisoft,T
1799,LEGO Indiana Jones: The Original Adventures,DS,2008.0,Action Adventure,LucasArts  ,1.4,0.6,0.0,0.21,2.21,80.0,15.0,8.1,28.0,TT Fusion,E
1801,Harry Potter and the Chamber of Secrets,Game Boy Advance,2002.0,Action Adventure,Electronic Arts  ,1.21,0.64,0.05,0.09,1.9900000000000002,76.0,11.0,7.6,19.0,Eurocom Entertainment Software,E
1803,Until Dawn,PlayStation 4,2015.0,Action Adventure,Sony Computer Entertainment  ,0.62,0.92,0.06,0.3,1.9000000000000001,79.0,103.0,8.3,3478.0,Supermassive Games,M
1804,SpongeBob's Atlantis SquarePantis,DS,2007.0,Action,THQ  ,1.49,0.0,0.0,0.11,1.6,64.0,5.0,6.2,6.0,"THQ, Altron",E
1805,LEGO Harry Potter: Years 1-4,Xbox 360,2010.0,Action Adventure,Warner Bros. Interactive  ,0.95,0.5,0.0,0.14,1.5899999999999999,79.0,58.0,8.0,78.0,Traveller's Tales,E10+
1808,Assassin's Creed III: Liberation,PlayStation Vita,2012.0,Action Adventure,Ubisoft  ,0.53,0.57,0.06,0.32,1.4800000000000002,70.0,71.0,7.1,372.0,Ubisoft,M
1810,LEGO Indiana Jones 2: The Adventure Continues,Wii,2009.0,Action Adventure,LucasArts  ,0.9,0.38,0.0,0.13,1.4100000000000001,72.0,13.0,6.5,26.0,Traveller's Tales,E10+
1811,LEGO Harry Potter: Years 1-4,PlayStation 3,2010.0,Action Adventure,Warner Bros. Interactive  ,0.55,0.61,0.0,0.21,1.37,79.0,42.0,7.7,71.0,Traveller's Tales,E10+
1813,The ICO & Shadow of the Colossus Collection,PlayStation 3,2011.0,Miscellaneous,Sony Computer Entertainment  ,0.67,0.36,0.13,0.18,1.34,92.0,58.0,8.7,674.0,Bluepoint Games,T
1814,Grand Theft Auto: Chinatown Wars,DS,2009.0,Action Adventure,Rockstar Games  ,0.58,0.56,0.05,0.14,1.33,93.0,85.0,8.3,357.0,Rockstar Leeds,M
1815,LEGO Batman: The Videogame,PlayStation 3,2008.0,Action Adventure,Warner Bros. Interactive  ,0.72,0.39,0.0,0.19,1.2999999999999998,75.0,24.0,8.0,55.0,Traveller's Tales,E10+
1816,LEGO Batman: The Videogame,PSP,2008.0,Action Adventure,Warner Bros. Interactive  ,0.57,0.46,0.0,0.27,1.3,73.0,5.0,7.9,16.0,Traveller's Tales,E10+
1817,LEGO Batman: The Videogame,PlayStation 2,2008.0,Action Adventure,Warner Bros. Interactive  ,0.72,0.03,0.0,0.52,1.27,77.0,8.0,8.7,38.0,Traveller's Tales,E10+
1818,Tomb Raider: Underworld,PlayStation 3,2008.0,Action Adventure,Eidos Interactive  ,0.45,0.55,0.05,0.21,1.26,75.0,42.0,7.2,207.0,Nixxes Software,T
1819,LEGO Indiana Jones 2: The Adventure Continues,DS,2009.0,Action Adventure,LucasArts  ,0.65,0.43,0.0,0.12,1.2000000000000002,59.0,4.0,6.6,7.0,TT Fusion,E
1820,LEGO Indiana Jones: The Original Adventures,PSP,2008.0,Action Adventure,LucasArts  ,0.4,0.49,0.0,0.3,1.19,76.0,8.0,8.3,17.0,Traveller's Tales,E10+
1821,Shadow of the Colossus,PlayStation 2,2005.0,Action Adventure,Sony Computer Entertainment  ,0.78,0.03,0.2,0.13,1.1400000000000001,91.0,77.0,9.1,1393.0,SCE Japan Studio,T
1823,Rabbids Go Home,Wii,2009.0,Action Adventure,Ubisoft  ,0.25,0.74,0.0,0.14,1.13,78.0,50.0,8.2,55.0,Ubisoft Montpellier,E10+
1824,Alien: Isolation,PlayStation 4,2014.0,Action Adventure,Sega  ,0.29,0.59,0.05,0.16,1.0899999999999999,79.0,50.0,8.3,1291.0,Creative Assembly,M
1825,Grand Theft Auto: Chinatown Wars,PSP,2009.0,Action Adventure,Rockstar Games  ,0.28,0.5,0.03,0.27,1.08,90.0,77.0,7.3,230.0,Rockstar Leeds,M
1826,Prince of Persia,PlayStation 3,2008.0,Action Adventure,Ubisoft  ,0.47,0.41,0.03,0.17,1.0799999999999998,85.0,59.0,7.4,316.0,Ubisoft Montreal,T
1827,MySims Agents,DS,2009.0,Miscellaneous,Electronic Arts  ,0.54,0.42,0.0,0.11,1.07,60.0,5.0,6.3,4.0,TOSE,E
1828,Tomb Raider: Underworld,Xbox 360,2008.0,Action Adventure,Eidos Interactive  ,0.53,0.42,0.01,0.11,1.07,76.0,57.0,6.8,218.0,Crystal Dynamics,T
1829,Endless Ocean,Wii,2008.0,Adventure,Nintendo  ,0.43,0.46,0.09,0.09,1.07,72.0,42.0,8.3,64.0,Arika,E
1830,MySims Agents,Wii,2009.0,Miscellaneous,Electronic Arts  ,0.63,0.32,0.0,0.1,1.05,78.0,28.0,8.5,36.0,Electronic Arts,E
1831,Legacy of Kain: Soul Reaver,PlayStation,1999.0,Action Adventure,Eidos Interactive  ,0.58,0.4,0.0,0.07,1.05,91.0,17.0,9.0,236.0,Crystal Dynamics,T
1832,LEGO Indiana Jones: The Original Adventures,PlayStation 3,2008.0,Action Adventure,LucasArts  ,0.44,0.43,0.0,0.17,1.04,77.0,36.0,7.7,41.0,Traveller's Tales,E10+
1834,LEGO Indiana Jones 2: The Adventure Continues,Xbox 360,2009.0,Action Adventure,LucasArts  ,0.62,0.31,0.0,0.09,1.02,71.0,41.0,7.6,44.0,Traveller's Tales,E10+
1835,Harry Potter and the Prisoner of Azkaban,PlayStation 2,2004.0,Action Adventure,Electronic Arts  ,0.5,0.39,0.0,0.13,1.02,70.0,29.0,8.5,58.0,EA Games,E
1836,Prince of Persia,Xbox 360,2008.0,Action Adventure,Ubisoft  ,0.54,0.34,0.02,0.1,1.0000000000000002,81.0,73.0,7.1,223.0,Ubisoft Montreal,T
1837,Apollo Justice: Ace Attorney,DS,2008.0,Adventure,Capcom  ,0.28,0.05,0.64,0.03,1.0,78.0,48.0,8.0,109.0,Capcom,T
1838,Gangs of London,PSP,2006.0,Action Adventure,Sony Computer Entertainment  ,0.3,0.43,0.0,0.22,0.95,52.0,47.0,6.8,23.0,SCEE London Studio,M
1839,Scooby-Doo! First Frights,Wii,2009.0,Action,Warner Bros. Interactive  ,0.84,0.04,0.0,0.07,0.95,56.0,5.0,8.5,21.0,Torus Games,E10+
1840,Destroy All Humans!,PlayStation 2,2005.0,Action Adventure,THQ  ,0.78,0.03,0.0,0.13,0.9400000000000001,74.0,50.0,8.0,88.0,Pandemic Studios,T
1841,Prince of Persia: The Sands of Time,Xbox,2003.0,Action Adventure,Ubisoft  ,0.57,0.33,0.0,0.04,0.94,92.0,41.0,8.0,99.0,Ubisoft,T
1843,Phoenix Wright: Ace Attorney,DS,2005.0,Adventure,Capcom  ,0.44,0.05,0.39,0.05,0.93,81.0,53.0,9.0,328.0,Capcom,T
1844,LEGO Indiana Jones 2: The Adventure Continues,PlayStation 3,2009.0,Action Adventure,LucasArts  ,0.47,0.3,0.0,0.13,0.9,70.0,25.0,7.2,36.0,Traveller's Tales,E10+
1845,Classic NES Series: The Legend of Zelda,Game Boy Advance,2004.0,Role-Playing,Nintendo  ,0.46,0.17,0.24,0.02,0.89,84.0,16.0,8.5,101.0,Nintendo,E
1846,Classic NES Series: The Legend of Zelda,Game Boy Advance,2004.0,Role-Playing,Nintendo  ,0.0,0.0,0.24,0.0,0.24,84.0,16.0,8.5,101.0,Nintendo,E
1847,Harry Potter and the Order of the Phoenix,DS,2007.0,Action Adventure,Electronic Arts  ,0.28,0.46,0.0,0.1,0.84,51.0,15.0,4.8,24.0,Visual Impact,E
1848,Metroid: Zero Mission,Game Boy Advance,2004.0,Action,Nintendo  ,0.6,0.22,0.0,0.01,0.83,89.0,50.0,8.9,280.0,Nintendo,E
1850,MediEvil: Resurrection,PSP,2005.0,Action Adventure,Sony Computer Entertainment  ,0.19,0.42,0.0,0.22,0.83,66.0,43.0,8.4,97.0,SCEE,T
1851,The Walking Dead: A Telltale Games Series,PlayStation 3,2012.0,Miscellaneous,Telltale Games  ,0.4,0.25,0.03,0.14,0.8200000000000001,94.0,6.0,8.8,765.0,Telltale Games,M
1852,The Legend of Zelda: Four Swords Adventures,GameCube,2004.0,Action Adventure,Nintendo  ,0.63,0.16,0.0,0.02,0.81,86.0,55.0,7.5,106.0,Nintendo,E
1854,Prince of Persia: Warrior Within,Xbox,2004.0,Action Adventure,Ubisoft  ,0.48,0.28,0.0,0.04,0.8,83.0,55.0,7.8,42.0,Ubisoft Montreal,M
1855,The Godfather II,Xbox 360,2009.0,Action Adventure,Electronic Arts  ,0.47,0.23,0.01,0.08,0.7899999999999999,65.0,72.0,6.9,64.0,EA Redwood Shores,M
1856,Drawn to Life,DS,2007.0,Action Adventure,THQ  ,0.71,0.01,0.0,0.06,0.78,73.0,34.0,7.8,41.0,5TH Cell,E
1857,That's So Raven,Game Boy Advance,2004.0,Action,Buena Vista  ,0.54,0.2,0.0,0.01,0.75,39.0,6.0,7.6,5.0,Vicarious Visions,E
1858,The Walking Dead: A Telltale Games Series,Xbox 360,2012.0,Miscellaneous,Telltale Games  ,0.55,0.13,0.0,0.07,0.75,92.0,12.0,8.6,1251.0,Telltale Games,M
1859,Raving Rabbids: Travel in Time,Wii,2010.0,Action,Ubisoft  ,0.21,0.46,0.0,0.08,0.75,62.0,24.0,7.0,20.0,Ubisoft,E10+
1860,The Godfather II,PlayStation 3,2009.0,Action Adventure,Electronic Arts  ,0.41,0.21,0.01,0.1,0.73,67.0,53.0,7.2,62.0,EA Redwood Shores,M
1863,LEGO Harry Potter: Years 1-4,PSP,2010.0,Action Adventure,Warner Bros. Interactive  ,0.14,0.38,0.0,0.19,0.71,71.0,4.0,6.3,9.0,TT Fusion,E10+
1864,Ace Attorney Investigations: Miles Edgeworth,DS,2010.0,Adventure,Capcom  ,0.23,0.14,0.3,0.04,0.71,78.0,51.0,8.3,101.0,Capcom,T
1866,Classic NES Series: Zelda II: The Adventure of Link,Game Boy Advance,2004.0,Role-Playing,Nintendo  ,0.37,0.14,0.17,0.01,0.6900000000000001,73.0,8.0,7.3,67.0,Nintendo,E
1867,Harry Potter and the Chamber of Secrets,GameCube,2002.0,Action Adventure,Electronic Arts  ,0.53,0.14,0.0,0.02,0.6900000000000001,77.0,14.0,8.1,36.0,Eurocom Entertainment Software,E
1868,Prince of Persia: The Two Thrones,PlayStation 2,2005.0,Action Adventure,Ubisoft  ,0.57,0.02,0.0,0.09,0.6799999999999999,85.0,46.0,8.6,185.0,Ubisoft Montreal,M
1870,Harry Potter and the Goblet of Fire,PlayStation 2,2005.0,Action Adventure,Electronic Arts  ,0.54,0.02,0.0,0.09,0.65,68.0,29.0,6.1,70.0,Electronic Arts,E10+
1871,Drawn to Life: The Next Chapter,DS,2009.0,Miscellaneous,THQ  ,0.44,0.14,0.0,0.06,0.6400000000000001,72.0,21.0,7.7,28.0,5TH Cell,E
1873,Condemned 2: Bloodshot,Xbox 360,2008.0,Action Adventure,Sega  ,0.38,0.19,0.0,0.06,0.6300000000000001,80.0,76.0,8.4,200.0,Monolith Productions,M
1875,Phoenix Wright: Ace Attorney - Trials and Tribulations,DS,2007.0,Adventure,Capcom  ,0.3,0.03,0.25,0.03,0.61,81.0,45.0,9.0,213.0,Capcom,T
1877,Harry Potter and the Goblet of Fire,Game Boy Advance,2005.0,Action Adventure,Electronic Arts  ,0.44,0.16,0.0,0.01,0.61,71.0,9.0,6.2,10.0,Magic Pockets,E
1878,The Golden Compass,DS,2007.0,Action Adventure,Sega  ,0.28,0.25,0.0,0.06,0.5900000000000001,43.0,7.0,5.2,9.0,Artificial Mind and Movement,E10+
1879,The Golden Compass,Wii,2007.0,Action Adventure,Sega  ,0.26,0.28,0.0,0.07,0.6100000000000001,35.0,12.0,7.3,7.0,Shiny Entertainment,E10+
1881,Silent Hill: Shattered Memories,PlayStation 2,2010.0,Action Adventure,Konami  ,0.13,0.22,0.01,0.23,0.59,77.0,8.0,7.1,139.0,Climax Group,M
1882,Hidden Agenda,PlayStation 4,2017.0,Miscellaneous,Sony Interactive Entertainment  ,0.08,0.42,0.0,0.09,0.59,66.0,45.0,6.5,137.0,Supermassive Games,M
1883,Alice: Madness Returns,PlayStation 3,2011.0,Action Adventure,Electronic Arts  ,0.22,0.24,0.04,0.08,0.58,70.0,51.0,8.1,228.0,Spicy Horse,M
1884,Prince of Persia: The Two Thrones,Xbox,2005.0,Action Adventure,Ubisoft  ,0.33,0.22,0.0,0.03,0.5800000000000001,85.0,46.0,8.1,36.0,Ubisoft,M
1885,Up,Wii,2009.0,Action Adventure,THQ  ,0.22,0.29,0.0,0.06,0.5700000000000001,62.0,6.0,8.4,5.0,"Heavy Iron Studios, Asobo Studio",E10+
1886,Soul Reaver 2,PlayStation 2,2001.0,Action Adventure,Eidos Interactive  ,0.27,0.21,0.0,0.07,0.55,80.0,22.0,8.5,56.0,Crystal Dynamics,M
1887,Batman: Vengeance,PlayStation 2,2001.0,Action Adventure,Ubisoft  ,0.27,0.21,0.0,0.07,0.55,68.0,19.0,7.0,12.0,Ubisoft,T
1888,Hotel Dusk: Room 215,DS,2007.0,Adventure,Nintendo  ,0.26,0.04,0.22,0.03,0.55,78.0,57.0,8.5,126.0,Cing,T
1890,Legacy of Kain: Defiance,PlayStation 2,2003.0,Action Adventure,Eidos Interactive  ,0.26,0.2,0.0,0.07,0.53,75.0,34.0,8.8,80.0,Crystal Dynamics,M
1891,Phoenix Wright: Ace Attorney - Justice for All,DS,2007.0,Adventure,Capcom  ,0.21,0.04,0.26,0.03,0.54,76.0,51.0,8.6,174.0,Capcom,T
1893,The Golden Compass,PlayStation 2,2007.0,Action Adventure,Sega  ,0.13,0.0,0.0,0.39,0.52,46.0,10.0,5.9,8.0,Shiny Entertainment,E10+
1894,Alien: Isolation,Xbox One,2014.0,Action Adventure,Sega  ,0.23,0.25,0.0,0.04,0.52,78.0,24.0,8.0,430.0,Creative Assembly,M
1896,Harry Potter and the Prisoner of Azkaban,Game Boy Advance,2004.0,Action Adventure,Electronic Arts  ,0.37,0.14,0.0,0.01,0.52,69.0,11.0,8.2,20.0,Griptonite Games,E
1897,Silent Hill 4: The Room,PlayStation 2,2004.0,Action Adventure,Konami  ,0.25,0.19,0.0,0.06,0.5,76.0,54.0,8.0,352.0,KCET,M
1900,Avatar: The Last Airbender,GameCube,2006.0,Action Adventure,THQ  ,0.39,0.1,0.0,0.01,0.5,60.0,10.0,6.4,5.0,AWE Games,E10+
1901,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,PlayStation 2,2004.0,Adventure,THQ  ,0.24,0.19,0.0,0.06,0.49,65.0,8.0,7.9,9.0,THQ,E
1902,Alice: Madness Returns,Xbox 360,2011.0,Action Adventure,Electronic Arts  ,0.27,0.15,0.04,0.04,0.5,70.0,67.0,8.2,211.0,Spicy Horse,M
1903,Alone in the Dark,Xbox 360,2008.0,Action Adventure,Atari  ,0.14,0.3,0.0,0.05,0.49,58.0,53.0,5.5,172.0,Eden Studios,M
1905,Destroy All Humans! 2,PlayStation 2,2006.0,Action Adventure,THQ  ,0.4,0.02,0.0,0.07,0.49000000000000005,74.0,39.0,8.5,72.0,Pandemic Studios,T
1906,Luigi's Mansion,3DS,2018.0,Action Adventure,Nintendo  ,0.19,0.16,0.09,0.03,0.47,74.0,43.0,8.1,104.0,"Nintendo, GREZZO",E
1907,ICO,PlayStation 2,2001.0,Action Adventure,Sony Computer Entertainment  ,0.23,0.18,0.0,0.06,0.47000000000000003,90.0,59.0,8.8,485.0,SCE Japan Studio,T
1908,Silent Hill: Downpour,PlayStation 3,2012.0,Action Adventure,Konami  ,0.21,0.16,0.04,0.06,0.47,64.0,41.0,6.9,318.0,Vatra,M
1910,Silent Hill: Shattered Memories,Wii,2009.0,Action Adventure,Konami  ,0.22,0.19,0.01,0.05,0.47000000000000003,79.0,56.0,7.9,282.0,"Climax Group, Climax Studios",M
1911,Detective Pikachu,3DS,2018.0,Adventure,Nintendo  ,0.15,0.17,0.12,0.03,0.47,71.0,61.0,7.3,131.0,Creatures Inc.,E
1912,Pirates of the Caribbean: Dead Man's Chest,Game Boy Advance,2006.0,Action Adventure,Buena Vista  ,0.33,0.12,0.0,0.01,0.46,70.0,8.0,6.4,8.0,Amaze Entertainment,E10+
1914,Harry Potter and the Order of the Phoenix,Wii,2007.0,Action Adventure,Electronic Arts  ,0.38,0.05,0.0,0.04,0.47,69.0,34.0,5.8,35.0,EA Games,E10+
1915,Destroy All Humans!,Xbox,2005.0,Action Adventure,THQ  ,0.34,0.11,0.0,0.02,0.47000000000000003,76.0,62.0,8.2,44.0,Pandemic Studios,T
1916,The Golden Compass,Xbox 360,2007.0,Action Adventure,Sega  ,0.3,0.12,0.0,0.04,0.45999999999999996,41.0,25.0,4.3,15.0,Shiny Entertainment,E10+
1917,Tomb Raider: Underworld,Wii,2008.0,Action Adventure,Eidos Interactive  ,0.13,0.27,0.0,0.05,0.45,70.0,12.0,7.3,21.0,"Crystal Dynamics, Buzz Monkey Software",T
1920,Yakuza Kiwami,PlayStation 4,2017.0,Action Adventure,Sega  ,0.13,0.07,0.21,0.04,0.45,80.0,70.0,7.9,566.0,Ryu ga Gotoku Studios,M
1921,Sphinx and the Cursed Mummy,PlayStation 2,2003.0,Action Adventure,THQ  ,0.22,0.17,0.0,0.06,0.45,78.0,28.0,8.3,49.0,Eurocom Entertainment Software,T
1922,Scooby-Doo! Mystery Mayhem,PlayStation 2,2004.0,Action Adventure,THQ  ,0.22,0.17,0.0,0.06,0.45,55.0,17.0,7.8,19.0,Artificial Mind and Movement,E
1923,The Thing,PlayStation 2,2002.0,Action Adventure,VU Games  ,0.22,0.17,0.0,0.06,0.45,78.0,27.0,7.5,45.0,Computer Artworks,M
1925,Classic NES Series: Metroid,Game Boy Advance,2004.0,Action Adventure,Nintendo  ,0.26,0.1,0.07,0.01,0.44,58.0,9.0,8.2,34.0,Nintendo,E
1926,Classic NES Series: Metroid,Game Boy Advance,2004.0,Action Adventure,Nintendo  ,0.0,0.0,0.07,0.0,0.07,58.0,9.0,8.2,34.0,Nintendo,E
1927,Dog's Life,PlayStation 2,2004.0,Adventure,Hip Interactive  ,0.21,0.16,0.0,0.05,0.42,64.0,19.0,3.3,169.0,Frontier Developments,T
1928,Harry Potter and the Goblet of Fire,GameCube,2005.0,Action Adventure,Electronic Arts  ,0.32,0.08,0.0,0.01,0.41000000000000003,69.0,20.0,5.4,19.0,Electronic Arts,E10+
1929,Zack & Wiki: Quest for Barbaros' Treasure,Wii,2007.0,Adventure,Capcom  ,0.18,0.16,0.03,0.04,0.41,87.0,59.0,8.5,136.0,Capcom,E
1930,Mega Man Legends 2,PlayStation,2000.0,Adventure,Capcom  ,0.17,0.12,0.1,0.03,0.42000000000000004,76.0,10.0,8.8,89.0,Capcom,E
1932,Marvel Super Hero Squad,DS,2009.0,Action,THQ  ,0.36,0.02,0.0,0.03,0.41000000000000003,61.0,4.0,4.8,8.0,"THQ, Halfbrick Studios",E10+
1935,Overlord,Xbox 360,2007.0,Action Adventure,Codemasters  ,0.34,0.03,0.01,0.03,0.41000000000000003,76.0,47.0,8.3,77.0,Triumph Studios,T
1936,The Chronicles of Narnia: Prince Caspian,PlayStation 2,2008.0,Adventure,Disney Interactive Studios  ,0.2,0.15,0.0,0.05,0.39999999999999997,67.0,6.0,7.0,10.0,Traveller's Tales,T
1937,Sherlock Holmes: The Mystery of the Mummy,DS,2009.0,Adventure,Focus Home Interactive  ,0.06,0.3,0.0,0.04,0.39999999999999997,57.0,8.0,3.3,11.0,"Frogwares, Mistic Software",E
