,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
8556,Shaun White Snowboarding: World Stage,Wii,2009.0,Sports,Ubisoft  ,0.24,0.03,0.0,0.02,0.29000000000000004,72.0,33.0,8.7,31.0,Ubisoft,E
8558,Outlaw Golf,Xbox,2002.0,Sports,Simon & Schuster Interactive  ,0.22,0.06,0.0,0.01,0.29000000000000004,72.0,23.0,6.9,9.0,Simon & Schuster,T
8559,NBA Street V3,GameCube,2005.0,Sports,EA Sports BIG   ,0.23,0.06,0.0,0.01,0.30000000000000004,88.0,36.0,7.9,17.0,EA Canada,E
8560,NBA Live 06,Xbox 360,2005.0,Sports,EA Sports  ,0.27,0.0,0.0,0.02,0.29000000000000004,64.0,35.0,5.7,19.0,EA Canada,E
8561,NHL 19,Xbox One,2018.0,Sports,EA Sports  ,0.26,0.0,0.0,0.03,0.29000000000000004,82.0,20.0,6.0,59.0,EA Sports,E10+
8562,Madden NFL 08,Xbox,2007.0,Sports,EA Sports  ,0.22,0.06,0.0,0.01,0.29000000000000004,76.0,6.0,7.7,7.0,EA Tiburon,E
8563,MLB Power Pros,Wii,2007.0,Sports,2K Sports  ,0.23,0.0,0.04,0.02,0.29000000000000004,83.0,12.0,8.0,48.0,Konami,E
8565,Links 2004,Xbox,2003.0,Sports,Microsoft Game Studios  ,0.21,0.06,0.0,0.01,0.28,80.0,41.0,8.5,11.0,Indie Built,E
8566,Tony Hawk: Shred,PlayStation 3,2010.0,Sports,Activision  ,0.18,0.06,0.0,0.04,0.27999999999999997,56.0,5.0,5.7,7.0,Robomodo,E
8569,Street Hoops,Xbox,2002.0,Sports,Activision  ,0.21,0.06,0.0,0.01,0.28,58.0,22.0,6.4,5.0,Black Ops Entertainment,T
8572,Surf's Up,DS,2007.0,Sports,Ubisoft  ,0.26,0.0,0.0,0.02,0.28,56.0,5.0,7.0,4.0,Ubisoft Quebec,E
8573,MLB 07: The Show,PSP,2007.0,Sports,Sony Computer Entertainment  ,0.26,0.0,0.0,0.02,0.28,82.0,12.0,8.0,9.0,SCEA San Diego Studios,E
8575,NFL Blitz 20-02,PlayStation 2,2002.0,Sports,Midway Games  ,0.14,0.11,0.0,0.04,0.29,76.0,22.0,8.3,16.0,Midway,E
8576,NCAA March Madness 2005,Xbox,2004.0,Sports,EA Sports  ,0.21,0.06,0.0,0.01,0.28,80.0,18.0,6.7,6.0,EA Canada,E
8577,NHL Hitz 20-03,PlayStation 2,2002.0,Sports,Midway Games  ,0.14,0.11,0.0,0.04,0.29,82.0,19.0,8.5,10.0,Midway,E
8579,Rugby World Cup 2011,Xbox 360,2011.0,Sports,505 Games  ,0.03,0.21,0.0,0.04,0.27999999999999997,55.0,14.0,3.9,13.0,HB Studios Multimedia,E
8580,Rory McIlroy PGA Tour,Xbox One,2015.0,Traditional,Electronic Arts  ,0.16,0.09,0.0,0.02,0.27,60.0,26.0,4.3,76.0,EA Tiburon,E
8582,Dave Mirra Freestyle BMX 2,GameCube,2001.0,Sports,Acclaim Entertainment  ,0.21,0.06,0.0,0.01,0.28,78.0,15.0,8.5,8.0,"Z-Axis, Ltd.",T
8583,Summer Heat Beach Volleyball,PlayStation 2,2003.0,Sports,Acclaim Entertainment  ,0.14,0.11,0.0,0.04,0.29,65.0,21.0,7.7,21.0,Acclaim Studios Cheltenham,T
8585,FIFA 07 Soccer,Xbox 360,2006.0,Sports,EA Sports  ,0.24,0.01,0.0,0.02,0.27,73.0,39.0,7.5,53.0,EA Sports,E
8589,NBA Live 14,PlayStation 4,2013.0,Arcade,EA Sports  ,0.17,0.05,0.0,0.05,0.27,43.0,25.0,2.6,176.0,EA Sports,E
8592,NHL Hitz 20-02,Xbox,2001.0,Sports,Midway Games  ,0.2,0.06,0.0,0.01,0.27,79.0,20.0,7.8,11.0,Black Box,E
8593,Dave Mirra Freestyle BMX: Maximum Remix,PlayStation,2001.0,Sports,Acclaim Entertainment  ,0.15,0.1,0.0,0.02,0.27,67.0,11.0,7.3,9.0,"Z-Axis, Ltd.",E
8594,Athens 2004,PlayStation 2,2004.0,Sports,Sony Computer Entertainment  ,0.13,0.1,0.0,0.03,0.26,61.0,57.0,7.4,14.0,Eurocom Entertainment Software,E
8597,NHL 07,Xbox 360,2006.0,Sports,EA Sports  ,0.25,0.0,0.0,0.02,0.27,79.0,49.0,5.3,168.0,EA Sports,E10+
8598,NHL 2K11,Wii,2010.0,Sports,2K Sports  ,0.23,0.02,0.0,0.02,0.27,62.0,12.0,7.0,6.0,Visual Concepts,E10+
8600,NHL 2002,Xbox,2001.0,Sports,EA Sports  ,0.2,0.06,0.0,0.01,0.27,89.0,17.0,6.8,8.0,EA Sports,E
8601,Mat Hoffman's Pro BMX,Game Boy Advance,2001.0,Sports,Activision  ,0.19,0.07,0.0,0.0,0.26,71.0,11.0,8.0,5.0,HotGen,E
8602,NFL Street 3,PSP,2006.0,Sports,EA Sports BIG   ,0.24,0.0,0.0,0.02,0.26,68.0,13.0,8.3,4.0,EA Tiburon,E
8603,NBA Live 2004,GameCube,2003.0,Sports,EA Sports  ,0.21,0.05,0.0,0.01,0.27,84.0,17.0,7.7,6.0,EA Sports,E
8606,Knockout Kings 2002,Xbox,2002.0,Sports,EA Sports  ,0.2,0.06,0.0,0.01,0.27,78.0,20.0,7.0,8.0,Electronic Arts,T
8607,MLB 09: The Show,PSP,2009.0,Sports,Sony Computer Entertainment  ,0.24,0.0,0.0,0.02,0.26,78.0,12.0,6.9,7.0,SCEA San Diego Studios,E
8608,NBA 07,PlayStation 3,2006.0,Sports,Sony Computer Entertainment  ,0.24,0.0,0.01,0.02,0.27,63.0,24.0,6.3,10.0,SCEA,E
8609,ESPN NBA Basketball,Xbox,2003.0,Sports,Sega  ,0.2,0.06,0.0,0.01,0.27,87.0,18.0,7.6,27.0,Visual Concepts,E
8610,All-Pro Football 2K8,Xbox 360,2007.0,Sports,2K Sports  ,0.24,0.0,0.0,0.02,0.26,75.0,22.0,7.0,59.0,Visual Concepts,E10+
8611,MLB SlugFest 2006,PlayStation 2,2006.0,Sports,Midway Games  ,0.13,0.1,0.0,0.03,0.26,56.0,11.0,7.5,10.0,Blue Shift,E10+
8614,Major League Baseball 2K9,Wii,2009.0,Sports,2K Sports  ,0.24,0.0,0.0,0.02,0.26,61.0,5.0,4.5,10.0,2K Sports,E
8617,Evolution Skateboarding,PlayStation 2,2002.0,Sports,Konami  ,0.13,0.1,0.0,0.03,0.26,44.0,14.0,7.4,8.0,Konami,T
8618,Don King Boxing,Wii,2009.0,Sports,2K Sports  ,0.14,0.1,0.0,0.02,0.26,55.0,17.0,5.5,4.0,2K Shanghai,T
8619,Outlaw Volleyball,Xbox,2003.0,Sports,Simon & Schuster Interactive  ,0.19,0.06,0.0,0.01,0.26,77.0,33.0,7.4,8.0,Hypnotix,M
8621,Tony Hawk: Shred,Xbox 360,2010.0,Sports,Activision  ,0.17,0.06,0.0,0.02,0.25,53.0,10.0,6.2,12.0,Robomodo,E
8622,Madden NFL 08,DS,2007.0,Sports,EA Sports  ,0.24,0.0,0.0,0.02,0.26,71.0,11.0,8.2,9.0,Exient Entertainment,E
8623,All-Star Baseball 2003,Xbox,2002.0,Sports,Acclaim Entertainment  ,0.19,0.06,0.0,0.01,0.26,79.0,15.0,7.3,8.0,Acclaim,E
8624,NBA ShootOut 2004,PlayStation 2,2003.0,Sports,Sony Computer Entertainment  ,0.13,0.1,0.0,0.03,0.26,58.0,19.0,7.8,8.0,989 Sports,E
8625,Madden NFL 2005,DS,2004.0,Sports,EA Sports  ,0.24,0.0,0.0,0.02,0.26,68.0,25.0,7.7,7.0,Exient Entertainment,E
8626,MVP Baseball 2004,GameCube,2004.0,Sports,EA Sports  ,0.2,0.05,0.0,0.01,0.26,89.0,25.0,7.2,13.0,EA Sports,E
8627,Surfing H3O,PlayStation 2,2000.0,Sports,Rockstar Games  ,0.12,0.1,0.0,0.03,0.25,46.0,15.0,3.6,11.0,Opus,E
8628,NHL 08,PlayStation 3,2007.0,Sports,Electronic Arts  ,0.16,0.06,0.0,0.03,0.25,86.0,23.0,7.0,24.0,EA Canada,E10+
8630,Amped 2,Xbox,2003.0,Sports,Microsoft Game Studios  ,0.2,0.04,0.0,0.01,0.25,80.0,34.0,7.7,20.0,Indie Built,E
8631,College Hoops 2K6,PlayStation 2,2005.0,Sports,2K Sports  ,0.12,0.1,0.0,0.03,0.25,77.0,14.0,7.7,7.0,2K Sports,E
8632,Pro Evolution Soccer 2014,Xbox 360,2013.0,Sports,Konami Digital Entertainment  ,0.08,0.16,0.0,0.02,0.26,80.0,23.0,4.2,115.0,Konami,E
8633,Dead or Alive Xtreme 2,Xbox 360,2006.0,Sports,Tecmo  ,0.15,0.02,0.06,0.02,0.24999999999999997,53.0,46.0,7.0,52.0,Team Ninja,M
8634,NHL 06,Xbox,2005.0,Sports,EA Sports  ,0.19,0.05,0.0,0.01,0.25,79.0,35.0,7.9,19.0,EA Canada,E10+
8635,Tony Hawk's Proving Ground,Wii,2007.0,Sports,Activision  ,0.22,0.01,0.0,0.02,0.25,57.0,8.0,5.9,20.0,Page 44 Studios,T
8637,World Series Baseball 2K3,PlayStation 2,2003.0,Sports,Sega  ,0.12,0.1,0.0,0.03,0.25,87.0,21.0,8.6,17.0,Blue Shift,E
8639,Don King Presents: Prizefighter,Xbox 360,2008.0,Sports,2K Games  ,0.14,0.08,0.0,0.02,0.24000000000000002,56.0,45.0,6.4,29.0,Venom Games,T
8641,NBA Live 15,PlayStation 4,2014.0,Sports,Electronic Arts  ,0.16,0.04,0.0,0.04,0.24000000000000002,59.0,24.0,5.9,84.0,EA Sports,E
8642,Major League Baseball 2K7,PlayStation 3,2007.0,Sports,2K Sports  ,0.23,0.0,0.0,0.02,0.25,74.0,19.0,4.7,7.0,Kush Games,E
8643,Racquet Sports,Wii,2010.0,Sports,Ubisoft  ,0.13,0.09,0.0,0.02,0.24,51.0,8.0,8.3,16.0,Asobo Studio,E
8644,NBA Courtside 2002,GameCube,2002.0,Sports,Nintendo  ,0.19,0.05,0.0,0.01,0.25,71.0,18.0,7.3,6.0,Left Field Productions,E
8646,NBA Live 18,PlayStation 4,2017.0,Sports,EA Sports  ,0.2,0.0,0.0,0.05,0.25,72.0,24.0,5.9,118.0,EA Sports,E
8648,MLB,PSP,2005.0,Sports,Sony Computer Entertainment  ,0.23,0.0,0.0,0.02,0.25,80.0,26.0,7.9,19.0,989 Sports,E
8649,Virtua Tennis 4,Xbox 360,2011.0,Sports,Sega  ,0.12,0.09,0.01,0.02,0.24,70.0,37.0,6.4,16.0,Sega,E
8650,NBA Live 10,PSP,2009.0,Sports,EA Sports  ,0.21,0.0,0.01,0.02,0.24,64.0,4.0,4.2,10.0,EA Canada,E
8651,NCAA College Basketball 2K3,PlayStation 2,2002.0,Sports,Sega  ,0.12,0.09,0.0,0.03,0.24,83.0,17.0,8.2,5.0,Kush Games,E
8653,Tony Hawk's American Sk8land,Game Boy Advance,2005.0,Sports,Activision  ,0.17,0.06,0.0,0.0,0.23,64.0,7.0,3.9,7.0,Vicarious Visions,E
8655,Pure Futbol,PlayStation 3,2010.0,Sports,Ubisoft  ,0.06,0.13,0.0,0.04,0.23,46.0,12.0,7.3,32.0,Ubisoft Vancouver,E
8656,NBA Live 14,Xbox One,2013.0,Arcade,EA Sports  ,0.19,0.02,0.0,0.02,0.22999999999999998,36.0,14.0,3.1,90.0,EA Sports,E
8658,PDC World Championship Darts 2008,Wii,2009.0,Sports,O-Games  ,0.02,0.21,0.0,0.01,0.24,51.0,18.0,5.4,7.0,Oxygen Interactive,E10+
8660,We Love Golf!,Wii,2008.0,Sports,Capcom  ,0.19,0.0,0.03,0.02,0.24,75.0,28.0,6.0,12.0,Camelot Software Planning,E10+
8661,Grand Slam Tennis 2,PlayStation 3,2012.0,Sports,EA Sports  ,0.09,0.1,0.0,0.04,0.23,73.0,36.0,5.4,20.0,EA Sports,E
8662,Hot Shots Tennis: Get a Grip,PSP,2010.0,Sports,Sony Computer Entertainment  ,0.08,0.0,0.13,0.02,0.23,80.0,27.0,8.2,19.0,Clap Hanz,E
8663,WWE 2K18,Switch,2017.0,Sports,2K Sports  ,0.14,0.08,0.0,0.02,0.24000000000000002,35.0,6.0,1.7,74.0,Yuke's,T
8666,World Series Baseball,Xbox,2002.0,Sports,Sega  ,0.17,0.05,0.0,0.01,0.23000000000000004,85.0,20.0,7.3,6.0,Blueshift,E
8667,Tony Hawk's Pro Skater 5,PlayStation 4,2015.0,Sports,Activision  ,0.11,0.08,0.0,0.04,0.23,32.0,43.0,1.5,448.0,Robomodo,T
8668,ESPN NHL Hockey,PlayStation 2,2003.0,Sports,Sega  ,0.11,0.09,0.0,0.03,0.23,90.0,19.0,7.0,22.0,Kush Games,E
8670,Tony Hawk's Downhill Jam,Wii,2006.0,Sports,Activision  ,0.21,0.0,0.0,0.02,0.22999999999999998,69.0,42.0,6.0,16.0,Toys for Bob,E10+
8677,NFL Blitz Pro,PlayStation 2,2003.0,Sports,Midway Games  ,0.11,0.09,0.0,0.03,0.23,73.0,20.0,8.5,14.0,Midway,E
8678,Tiger Woods PGA Tour 2003,GameCube,2002.0,Sports,EA Sports  ,0.18,0.05,0.0,0.01,0.24,90.0,10.0,6.7,6.0,EA Sports,E
8681,Tony Hawk's Proving Ground,DS,2007.0,Sports,Activision  ,0.2,0.01,0.0,0.02,0.23,79.0,21.0,5.8,8.0,Vicarious Visions,E10+
