Name,Platform,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Genre
Super Dungeon Bros,PlayStation 4,43,10,2.0,12,React Games,E10+,Action
Young Justice: Legacy,3DS,,,6.7,9,Farsight Studios,E10+,Action
Nacho Libre,DS,56,6,5.8,8,BudCat,E10+,Action
Troll and I,PlayStation 4,39,12,4.3,36,Maximum Games,T,Action Adventure
Carmageddon: Max Damage,Xbox One,52,15,7.2,23,Stainless Games,M,Racing
Utawarerumono Zan,PlayStation 4,59,12,3.8,12,"Tamsoft, Aqua Plus",T,Action
Boot Camp Academy,Wii,,,tbd,,Ubisoft,E10+,Sports
Downstream Panic!,PSP,77,14,8.0,4,EKO Software,E10+,Miscellaneous
Pet Alien: An Intergalactic Puzzlepalooza,DS,58,16,tbd,,Shin'en,E,Action
Star Wars: The Force Unleashed II,PC,59,14,5.9,221,LucasArts,T,Action
Curious George,Xbox,57,11,tbd,,Monkey Bar Games,E,Action Adventure
The Lost Child,PlayStation 4,62,12,5.1,10,Kadokawa,T,Role-Playing
Planet of the Apes,Game Boy Advance,54,6,tbd,,Torus Games,E,Action
DreamWorks The Croods: Prehistoric Party!,Wii U,,,3.0,11,Torus Games,E,Miscellaneous
Gekido Advance: Kintaro's Revenge,Game Boy Advance,70,7,7.0,4,Naps Team,T,Action
Buffy the Vampire Slayer: Wrath of the Darkhul King,Game Boy Advance,44,16,8.8,6,Natsume,T,Action
Yomawari: Midnight Shadows,PlayStation Vita,,,8.2,11,Nippon Ichi Software,M,Action Adventure
Kung Fu Panda: Legendary Warriors,DS,73,7,tbd,,Artificial Mind and Movement,E10+,Action
007: Quantum of Solace,PC,70,18,6.3,69,"Treyarch, Beenox",T,Action
Azure Striker Gunvolt: Striker Pack,3DS,,,tbd,,Inti Creates,T,Miscellaneous
Pacific Liberator,Wii,,,tbd,,Team6 Game Studios,T,Action
Turn It Around,DS,39,11,tbd,,"Taito Corporation, 505 Games",E,Action
Kong: King of Atlantis,Game Boy Advance,,,tbd,,SkyRiver Studios,E,Action
Young Justice: Legacy,Wii,,,,,Freedom Factory Studios,T,Action
Monster High: New Ghoul in School,Xbox 360,,,tbd,,"Torus Games, Little Orbit",E,Action
Yonder: The Cloud Catcher Chronicles,Switch,74,15,7.4,42,Prideful Sloth,E,Action Adventure
Super Duper Sumos,Game Boy Advance,57,5,tbd,,Handheld Games,E,Action
The Last Guy,PlayStation 3,77,33,6.8,31,SCE Japan Studio,E10+,Action Adventure
Dynasty Warriors 8 Empires,PlayStation Vita,70,15,7.5,11,Omega Force,T,Action
Max Payne,Game Boy Advance,78,33,8.2,23,Mobius Entertainment,M,Action
Geometry Wars 3: Dimensions Evolved,PlayStation 4,,,6.2,6,Lucid Games,E,Action
God of War III Remastered,PlayStation 4,81,67,8.2,1335,Wholesale Algorithms,M,Action Adventure
Buffy the Vampire Slayer: Chaos Bleeds,GameCube,75,18,8.4,11,Eurocom Entertainment Software,T,Action
Jet Grind Radio,Game Boy Advance,74,22,8.0,8,Vicarious Visions,E,Action
My Frogger: Toy Trials,DS,66,10,6.0,4,Konami,E,Action
Under the Skin,PlayStation 2,55,30,7.4,5,Capcom,T,Action Adventure
BattleZone,PSP,57,13,tbd,,Paradigm Entertainment,E10+,Action
Justice League Heroes: The Flash,Game Boy Advance,72,8,7.4,9,WayForward,E10+,Action
ClaDun Returns: This is Sengoku!,PlayStation 4,73,12,6.2,9,Nippon Ichi Software,E10+,Role-Playing
Star Wars The Clone Wars: Republic Heroes,PC,46,9,4.8,60,"LucasArts, Krome Studios",T,Action Adventure
Past Cure,PlayStation 4,37,22,4.7,52,Phantom 8,M,Action
Bully: Scholarship Edition,PC,72,11,7.6,428,"Mad Doc Software, Rockstar Vancouver",T,Action Adventure
88 Heroes: 98 Heroes Edition,Switch,65,10,6.4,8,Bitmap Bureau,E10+,Action
Disney's Magical Quest 3 Starring Mickey and Donald,Game Boy Advance,58,7,tbd,,Klein Computer Entertainment,E,Action
Ty the Tasmanian Tiger 3: Night of the Quinkan,Xbox,66,13,tbd,,Krome Studios,E10+,Action Adventure
The Lord of the Rings: Conquest,PC,57,24,6.7,68,Pandemic Studios,T,Action Adventure
Thunderbirds,Game Boy Advance,47,11,tbd,,Saffire,E,Action Adventure
Earth's Dawn,PlayStation 4,68,12,6.9,15,One or Eight,T,Action
World Series of Poker 2008: Battle for the Bracelets,PSP,,,6.5,4,Left Field Productions,T,Miscellaneous
Totally Spies! 2: Undercover,DS,,,tbd,,Mistic Software,E10+,Action
Quantum Break,PC,66,14,5.7,953,Remedy Entertainment,M,Action
Pharaonic,Xbox One,71,4,7.6,7,Milkstone Studios,T,Role-Playing
Titan Quest,Xbox One,66,9,6.8,20,THQ Nordic,T,Role-Playing
Geometry Wars 3: Dimensions Evolved,Xbox One,,,4.8,4,Lucid Games,E,Action
Franklin's Great Adventures,DS,,,,,Neko Entertainment,E,Action
Rule of Rose,PlayStation 2,59,44,8.7,104,"Punchline, Shirogumi",M,Action Adventure
Resident Evil: Revelations,Xbox One,78,6,8.2,63,Capcom,M,Action Adventure
Warriors Orochi 2,Xbox 360,44,28,8.1,15,Omega Force,T,Action
"Knight's Apprentice, Memorick's Adventures",Xbox,53,11,4.5,8,Microids,T,Action Adventure
Spider-Man: Web of Shadows,PC,52,11,7.8,121,"Treyarch, Shaba Games",T,Action
Titan Quest,PlayStation 4,55,14,5.9,52,THQ Nordic,T,Role-Playing
Tenkai Knights: Brave Battle,3DS,26,10,2.9,27,Bandai Namco Games,E10+,Action
Saw,PC,55,6,6.1,38,Zombie Studios,M,Action Adventure
Headhunter: Redemption,Xbox,59,26,6.3,7,Amuze,M,Action Adventure
Carmageddon: Max Damage,PlayStation 4,51,28,5.7,62,Stainless Games,M,Racing
ClaDun Returns: This is Sengoku!,PlayStation Vita,62,4,tbd,,Nippon Ichi Software,E10+,Role-Playing
Samurai & Dragons,PlayStation Vita,,,,,Sega,RP,Action
Psychedelica of the Black Butterfly,PlayStation Vita,78,5,6.6,8,Otomate,T,Adventure
Garfield Gets Real,DS,39,4,7.2,11,PAWS,E,Action Adventure
Fist of the North Star: Ken's Rage 2,Wii U,40,4,5.6,20,Koei,M,Action
Shaq Fu: A Legend Reborn,PlayStation 4,36,12,5.3,29,Big Deez Productions,T,Action
Shaq Fu: A Legend Reborn,Switch,49,11,6.4,64,Big Deez Productions,T,Action
Battle Princess of Arcadias,PlayStation 3,69,22,7.9,25,ApolloSoft,T,Role-Playing
Troll and I,Xbox One,33,5,5.0,6,Maximum Games,T,Action Adventure
Red Dead Redemption: Game of the Year Edition,PlayStation 3,,,8.6,83,Rockstar San Diego,M,Action Adventure
Past Cure,Xbox One,34,8,6.0,24,Phantom 8,M,Action
Charlie's Angels,GameCube,23,21,4.3,36,Neko Entertainment,T,Action
Shaq Fu: A Legend Reborn,Xbox One,54,9,5.8,12,Big Deez Productions,T,Action
The Mummy,Game Boy Advance,72,6,tbd,,Ubisoft Milan,E,Action
Mini Ninjas,PC,74,14,8.0,109,Io Interactive,E10+,Action Adventure
Paranormal Pursuit: The Gifted One,PC,,,tbd,,Logris Games,,Adventure
My Hero: Doctor,DS,,,tbd,,"Majesco Games, Majesco",E10+,Action
Red Ninja: End of Honor,Xbox,46,25,4.4,8,Tranji,M,Action Adventure
Kong: The Animated Series,Game Boy Advance,52,4,tbd,,Planet Interactive,E,Action
Saints Row: Gat Out of Hell,Xbox One,65,16,6.1,37,Volition Inc.,M,Action Adventure
Mega Man Legacy Collection 2,Xbox One,72,4,8.6,48,"Capcom, Now Production, Bullets",E10+,Miscellaneous
Ben 10 Omniverse 2,3DS,,,7.6,5,1st Playable Productions,E10+,Action
Final Fight: Streetwise,Xbox,42,29,6.6,8,Secret Level,M,Action
Tomb Raider: Legend,PC,82,31,7.9,338,Nixxes Software,T,Action Adventure
Silent Hill: Book of Memories,PlayStation Vita,58,57,5.0,123,WayForward,M,Action Adventure
Vikings: Wolves of Midgard,PC,66,14,6.9,62,Games Farm,M,Role-Playing
One Piece Mansion,PlayStation,62,12,tbd,,Capcom,E,Action
Vikings: Wolves of Midgard,Xbox One,64,7,6.8,18,Games Farm,M,Role-Playing
Big Bass Fishing,PlayStation,,,6.9,7,Coresoft,E,Sports
Just Cause,PC,75,21,7.0,278,Avalanche Studios,M,Action Adventure
Samurai Jack: The Shadow of Aku,GameCube,59,17,6.2,5,Adrenium,T,Action
Lost: Via Domus,PC,52,22,6.1,49,Ubisoft Montreal,T,Action Adventure
Pirates PlundArrr,Wii,60,5,tbd,,"Boomzap, Boomzap Entertainment",E10+,Action
Zoey 101: Field Trip Fiasco,DS,31,4,tbd,,"THQ, Barking Lizards",E,Action
Dark Void,PC,57,22,5.2,77,Airtight Games,T,Action
Fortnite,PC,81,11,3.1,1381,Epic Games,T,Action
Nights of Azure 2,PlayStation Vita,,,,,Gust,,Action
Dinotopia: The Sunstone Odyssey,GameCube,50,4,tbd,,Vicious Cycle,T,Action Adventure
Games Explosion!,Game Boy Advance,,,tbd,,FrontLine Studios,E,Miscellaneous
Pharaonic,PlayStation 4,,,6.0,6,Milkstone Studios,T,Role-Playing
LEGO Star Wars II: The Original Trilogy,PC,86,20,8.1,105,Traveller's Tales,E10+,Action Adventure
Just Cause,PlayStation 2,67,23,7.6,52,Avalanche Studios,M,Action Adventure
Yoku's Island Express,Xbox One,83,29,7.8,29,Villa Gorilla,E10+,Action
Blackthorne,Game Boy Advance,67,10,7.3,8,Mass Media,T,Action
Let It Die,PlayStation 4,72,38,7.1,252,Grasshopper Manufacture,M,Action
Unbox: Newbie's Adventure,Switch,52,7,6.1,11,Prospect Games,E,Action
Barbie and Her Sisters: Puppy Rescue,Wii U,,,4.1,16,"Torus Games, Little Orbit",E,Action
Grand Theft Auto III,PC,93,20,8.2,1474,"DMA Design, Rockstar North",M,Action Adventure
Aeon Flux,Xbox,69,27,2.4,5,Terminal Reality,T,Action Adventure
Yoku's Island Express,PlayStation 4,83,11,7.7,34,Villa Gorilla,E10+,Action
Monkey Madness: Island Escape,DS,,,tbd,,"Storm City Games, 7Raven Studios",E10+,Action Adventure
Axiom Verge,PlayStation Vita,78,4,8.1,29,Tom Happ,E10+,Sci-Fi
Bratz: Forever Diamondz,PlayStation 2,,,8.0,5,Blitz Games,E,Action Adventure
Order Up!!,3DS,72,7,6.5,6,SuperVillain Studios,E,Action
Legend of Kay Anniversary,Wii U,67,9,6.9,37,"Neon Studios, Kaiko",E10+,Action Adventure
Spider-Man: Friend or Foe,PC,57,9,6.1,26,Beenox,E10+,Action
Hi Hi Puffy AmiYumi: The Genie & the Amp,DS,52,10,7.2,9,Sensory Sweep,E10+,Action
Aquaman: Battle for Atlantis,GameCube,27,9,2.8,25,TDK Mediactive,T,Action Adventure
Titan Quest,Switch,65,16,7.2,36,THQ Nordic,T,Role-Playing
Young Justice: Legacy,Xbox 360,,,5.6,11,Freedom Factory Studios,T,Action
Dinotopia: The Sunstone Odyssey,Xbox,44,10,tbd,,Vicious Cycle,T,Action Adventure
Fallout Anthology,PC,,,8.5,13,Various,,Miscellaneous
Monster High: New Ghoul in School,Wii,,,tbd,,"Torus Games, Little Orbit",E,Action
Winx Club: Saving Alfea,3DS,,,tbd,,Little Orbit,E,Action
Has-Been Heroes,PC,63,5,6.4,11,"Frozenbyte, Inc.",E10+,Strategy
The Wild West,DS,35,5,tbd,,Happy Happening,E10+,Action
Assassin's Creed Chronicles,Xbox One,,,6.2,19,Climax Studios,T,Miscellaneous
DreamWorks Madagascar: Escape 2 Africa,PC,58,6,6.7,7,Aspyr,E10+,Action
Zombi,Xbox One,72,18,6.3,61,"Ubisoft Montpellier, Straight Right",M,Action
Transformers: Fall of Cybertron,PC,78,13,7.9,168,"High Moon Studios, Mercenary Technologies",T,Action
Deception IV: The Nightmare Princess,PlayStation Vita,73,4,7.7,13,Koei Tecmo Games,M,Strategy
Original Frisbee Disc Sports: Ultimate & Golf,DS,31,4,tbd,,Skyworks Technologies,E,Sports
Zombie Vikings,PlayStation 4,64,19,7.0,40,Zoink!,T,Action
Metal Gear Solid: Peace Walker HD Edition,Xbox 360,,,7.1,28,"Genki, Kojima Productions",T,Action Adventure
Witch Hunters: Stolen Beauty,PC,,,tbd,,Interline Media,,Puzzle
Barbie and Her Sisters: Puppy Rescue,PlayStation 3,,,2.5,4,"Torus Games, Little Orbit",E,Action
Bound by Flame,Xbox 360,56,5,6.4,56,Spiders,M,Action RPG
Bruce Lee: Return of the Legend,Game Boy Advance,82,4,7.3,6,Vicarious Visions,E,Action
GoGo's Crazy Bones,DS,,,tbd,,Black Lantern Studios,E,Action
Yoku's Island Express,Switch,82,29,8.6,106,Villa Gorilla,E10+,Action
James Bond 007: Blood Stone,PC,63,17,7.3,91,Bizarre Creations,T,Action
Zorro: Quest For Justice,DS,,,tbd,,Beast Studios,E10+,Action
Hugo: The Evil Mirror,Game Boy Advance,58,15,tbd,,ITE Media,E,Action
Painkiller: Hell & Damnation,PC,64,33,6.5,190,The Farm 51,M,Action
Brave: Shaman's Challenge,DS,,,,,SouthPeak Games,E,Miscellaneous
Disney Universe,PC,,,7.8,6,"Eurocom Entertainment Software, Eurocom",E10+,Action Adventure
Hallowed Legends: Templar,PC,,,tbd,,Elephant Games,,Puzzle
PAIN,PlayStation 3,71,37,6.2,42,Idol Minds,T,Action
Boulder Dash-XL,PC,,,,,Catnip Games,,Miscellaneous
Darksiders III,PC,70,43,7.1,594,"Gunfire Games, THQ Nordic",M,Action Adventure
Fabled Legends: The Dark Piper,PC,,,tbd,,"Big Fish Games, Blue Tea Games",,Miscellaneous
Magus,PlayStation 3,32,8,4.0,22,"Aksys Games, Black Tower Studios",T,Action
Saints Row: Gat Out of Hell,PlayStation 3,,,6.4,17,Volition Inc.,M,Action Adventure
Winx Club: Saving Alfea,DS,,,tbd,,"1st Playable Productions, Little Orbit",E,Action
Bound by Flame,PlayStation 3,,,5.8,45,Spiders,M,Action RPG
Ultimate Spider-Man,PC,75,26,8.1,124,Beenox,T,Action
The Escapists: The Walking Dead,PlayStation 4,63,5,6.7,9,Team17,T,Action
Garfield and His Nine Lives,Game Boy Advance,56,9,7.0,5,Lucky Jump,E,Action
The Mighty Quest for Epic Loot,PC,64,9,5.6,95,Ubisoft Montreal,T,Action Adventure
Battle B-Daman,Game Boy Advance,62,5,7.2,5,Atlus Co.,E,Action
Gauntlet: Dark Legacy,Game Boy Advance,37,12,tbd,,Pocket Studios,T,Action
Garshasp: The Monster Slayer,PC,49,19,6.1,62,Dead Mage Studio,,Action Adventure
Metal Gear Online,PlayStation 3,81,10,7.8,71,Kojima Productions,M,Action Adventure
Of Orcs and Men,PlayStation 3,57,8,6.3,43,"Cyanide, Spiders",M,Role-Playing
Big Bumpin',Xbox 360,63,16,5.8,13,Blitz Games,E,Driving
Resident Evil 5: Gold Edition,Xbox 360,,,8.6,33,Capcom,M,Miscellaneous
Dillon's Dead-Heat Breakers,3DS,69,29,7.3,28,"Nintendo, Vanpool",E10+,Action
Just Cause,Xbox,74,17,6.7,13,Avalanche Studios,M,Action Adventure
War Thunder,PlayStation 4,76,17,5.4,427,Gaijin Entertainment,T,Action
Iron Master: The Legendary Blacksmith,DS,,,,,,,
Army Men Advance,Game Boy Advance,57,7,8.0,5,DC Studios,E,Action
Monster High: New Ghoul in School,Wii U,,,4.3,6,"Torus Games, Little Orbit",E,Action
Rugby Union Team Manager 2015,PC,,,tbd,,Alternative Software,,Sports
Star Wars: The Force Unleashed - Ultimate Sith Edition,PlayStation 3,,,7.1,21,LucasArts,T,Action
Spikeout: Battle Street,Xbox,54,24,6.6,8,Dimps Corporation,T,Action
Hello Neighbor,PC,38,19,4.9,254,Dynamic Pixels,E10+,Action
Danny Phantom: Urban Jungle,Game Boy Advance,57,4,tbd,,Altron,E,Action
Kung Fu Panda: Showdown of Legendary Legends,Wii U,,,6.1,9,"Vicious Cycle, Little Orbit",E10+,Action
Kung Fu Panda: Showdown of Legendary Legends,Xbox One,68,4,4.9,14,"Vicious Cycle, Little Orbit",E10+,Action
Twin Sector,PC,49,11,5.8,35,DNS Development,E10+,Action Adventure
Train Simulator 2015,PC,73,4,4.7,36,Dovetail Games,E,Simulation
American McGee's Alice,PC,85,34,8.1,220,Rogue Entertainment,M,Action Adventure
The Godfather,PC,72,32,6.5,202,Headgate,M,Action Adventure
Deception IV: The Nightmare Princess,PlayStation 4,69,33,7.0,33,Koei Tecmo Games,M,Strategy
BloodBath,PlayStation 3,,,tbd,,Freedom Factory Studios,,Action
Bratz: Super Babyz,PC,,,tbd,,THQ,E,Action
The Incredible Hulk,PC,33,11,4.5,42,Edge of Reality,T,Action
The Three Stooges,Game Boy Advance,53,8,7.5,4,Cinemaware,E,Action
Jazz Jackrabbit,Game Boy Advance,68,9,3.5,4,Game Titan,E,Action
Scooby-Doo 2: Monsters Unleashed,PC,,,tbd,,,,
Lara Croft Tomb Raider: The Angel of Darkness,PC,49,18,6.5,112,Core Design Ltd.,T,Action Adventure
Transformers: War for Cybertron,PC,75,20,7.8,199,High Moon Studios,T,Action
Captain Blood,Xbox 360,,,,,SeaWolf,,Action Adventure
Tom Clancy's Splinter Cell: Pandora Tomorrow,PC,87,28,7.9,217,Ubisoft Shanghai,T,Action Adventure
DreamWorks Bee Movie Game,PC,70,5,8.3,21,Beenox,E,Action
Tom Clancy's Splinter Cell: Chaos Theory,PC,92,36,8.7,548,Ubisoft Montreal,M,Action Adventure
Tenchu: Time of the Assassins,PSP,,,,,K2 LLC,M,Action Adventure
Ratchet & Clank: Full Frontal Assault,PlayStation Vita,,,4.0,37,Tin Giant,E10+,Action
Metal Gear Solid 2: Substance,PC,77,9,7.4,135,KCEJ,M,Action Adventure
Enter the Matrix,PC,58,21,6.8,100,Shiny Entertainment,T,Action
Ninja Blade,PC,61,11,6.1,57,From Software,M,Action Adventure
Watch Dogs 2,PC,75,16,7.0,934,Ubisoft Montreal,M,Action Adventure
Hitman 2: Silent Assassin,PC,87,20,8.2,502,Io Interactive,M,Action Adventure
Iron Man,PC,32,10,2.7,71,Artificial Mind and Movement,T,Action
Indiana Jones and the Emperor's Tomb,PC,73,15,7.6,65,Double Helix Games,T,Action Adventure
Metal Gear Solid,PC,83,23,8.9,250,Digital Dialect,M,Action Adventure
Fix It: Home Improvement Challenge,Wii,,,tbd,,Freedom Factory Studios,E,Action
Barbie and the Magic of Pegasus,PC,,,tbd,,VU Games,E,Action
Driver,PC,,,6.0,19,Reflections Interactive,T,Driving
Cold Fear,PC,66,13,7.6,84,Darkworks,M,Action Adventure
Dora the Explorer: Dance to the Rescue,PC,,,tbd,,,,
Marc Ecko's Getting Up: Contents Under Pressure,PC,69,21,7.8,69,Double Helix Games,M,Action Adventure
IL-2 Sturmovik: Battle of Stalingrad,PC,74,7,6.1,277,1C Game Studios,T,WWI
True Crime: Streets of LA,PC,68,31,6.4,60,"Luxoflux, Inc.",M,Action Adventure
Resident Evil 3: Nemesis,PC,71,8,8.6,246,Capcom,M,Action Adventure
The Suffering,PC,80,26,8.0,101,Surreal Software,M,Action Adventure
Dino Crisis 2,PC,,,8.5,34,Capcom,M,Action Adventure
Manhunt,PC,75,28,7.7,177,Rockstar North,M,Action Adventure
Oni,PC,73,29,8.6,102,Bungie,T,Action
Tom Clancy's Splinter Cell: Double Agent,PC,80,17,5.9,247,Ubisoft Shanghai,M,Action Adventure
Tweety & The Magic Gems,Game Boy Advance,45,4,tbd,,Kemco,E,Action
Transformers: Revenge of the Fallen,PC,58,13,5.3,37,Beenox,T,Action
Alias,PC,,,,,PotatoIndustries,,Miscellaneous
Chaos Legion,PC,37,6,7.1,43,Capcom,T,Action Adventure
Warriors Orochi,PC,51,9,7.4,19,Omega Force,T,Action
Forgotten Realms: Demon Stone,PC,69,11,5.9,24,Stormfront Studios,T,Action
Cubix Robots for Everyone: Showdown,GameCube,,,tbd,,Blitz Games,E,Action
Project Eden,PC,72,15,7.4,14,Core Design Ltd.,T,Action Adventure
True Crime: New York City,PC,54,12,6.6,41,"Luxoflux, Inc.",M,Action Adventure
Army Men,PC,,,7.6,9,3DO,E,Action
Grand Theft Auto,PC,,,7.9,110,DMA Design,M,Action Adventure
Tang Tang,Game Boy Advance,56,8,tbd,,GameVision,E,Action
Fix It: Home Improvement Challenge,DS,,,,,Oxygen Interactive,E,Action
Gladiator: Sword of Vengeance,PC,69,7,7.5,29,"Acclaim, Acclaim Studios Manchester",M,Action
Red Dead Redemption: Game of the Year Edition,Xbox 360,,,8.8,59,Rockstar San Diego,M,Action Adventure
Cannon Fodder 3,PC,49,10,5.3,13,,,
Resident Evil 5: Gold Edition,PlayStation 3,,,8.1,96,Capcom,M,Miscellaneous
Ubisoft Action Adventure Collection,PC,,,,,Ubisoft,T,Miscellaneous
Army Men: Operation Green,Game Boy Advance,,,7.8,5,Pocket Studios,E,Action
The Matrix: Path of Neo,PC,64,17,7.7,84,Shiny Entertainment,T,Action Adventure
Velocity 2X,PlayStation Vita,90,10,7.2,156,FuturLab,E10+,Shooter
Reservoir Dogs,PC,50,18,7.1,27,Volatile Games,M,Action Adventure
Monster High: 13 Wishes,DS,,,tbd,,Torus Games,E,Action Adventure
Naughty Bear: Double Trouble!,PlayStation 3,,,tbd,,505 Games,T,Miscellaneous
A Sound of Thunder,Game Boy Advance,65,5,tbd,,Rockstar Leeds,T,Action Adventure
Unfabulous,Game Boy Advance,,,tbd,,WayForward,E,Action
Zero Escape: Zero Time Dilemma,PlayStation Vita,83,31,8.2,148,"Spike Chunsoft, Chime",M,Adventure
X-Blades,PC,54,17,6.4,75,Gaijin Entertainment,M,Action
Daredevil,Game Boy Advance,50,18,7.6,9,Griptonite Games,E,Action
Silent Hill: Homecoming,PC,64,14,6.4,225,Double Helix Games,M,Action Adventure
Hulk,PC,74,18,6.3,16,Radical Entertainment,T,Action
Of Orcs and Men,Xbox 360,64,17,5.8,72,"Cyanide, Spiders",M,Role-Playing
Elebits: The Adventures of Kai and Zero,DS,75,15,8.3,4,Konami,E,Adventure
Red Dead Redemption 2,PlayStation 4,97,99,8.6,17611,Rockstar Games,M,Action Adventure
Assassin's Creed III,PlayStation 3,85,41,6.9,1588,Ubisoft,M,Action Adventure
Red Dead Redemption 2,Xbox One,97,33,8.0,4002,Rockstar Games,M,Action Adventure
Assassin's Creed III,Xbox 360,84,61,6.8,1356,Ubisoft,M,Action Adventure
Watch Dogs,PlayStation 4,80,80,6.5,3617,Ubisoft Montreal,M,Modern
Assassin's Creed IV: Black Flag,PlayStation 3,88,36,8.2,1064,Ubisoft,M,Action Adventure
Assassin's Creed IV: Black Flag,Xbox 360,86,35,8.0,864,Ubisoft,M,Action Adventure
Assassin's Creed IV: Black Flag,PlayStation 4,83,29,7.9,2449,Ubisoft,M,Action Adventure
Assassin's Creed Odyssey,PlayStation 4,83,86,6.5,3237,Ubisoft,M,Action Adventure
Mafia III,PlayStation 4,68,67,5.3,1858,Hangar 13,M,Action Adventure
Far Cry Primal,PlayStation 4,76,91,6.6,1029,Ubisoft Montreal,M,Action
Kinect: Disneyland Adventures,Xbox 360,73,33,3.2,75,Frontier Developments,E10+,Action Adventure
Batman: Arkham Origins,PlayStation 3,76,46,7.8,903,WB Games Montreal,T,Action Adventure
No Man's Sky,PlayStation 4,71,96,4.8,5400,Hello Games,T,Action
Just Cause 3,PlayStation 4,73,42,6.4,750,Avalanche Studios,M,Sci-Fi
Batman: Arkham Origins,Xbox 360,74,46,7.6,781,WB Games Montreal,T,Action Adventure
Watch Dogs,PlayStation 3,,,5.4,441,Ubisoft Montreal,M,Miscellaneous
Shadow of the Tomb Raider,PlayStation 4,75,63,7.3,1388,Eidos Montreal,M,Action Adventure
LEGO Batman 2: DC Super Heroes,Xbox 360,79,59,7.2,137,TT Games,E10+,Action Adventure
Watch Dogs,Xbox One,78,15,6.1,827,Ubisoft Montreal,M,Action Adventure
Tomb Raider: Definitive Edition,PlayStation 4,85,54,8.1,1772,"Crystal Dynamics, Nixxes Software",M,Modern
Assassin's Creed Odyssey,Xbox One,87,34,6.3,836,Ubisoft,M,Action Adventure
The LEGO Movie Videogame,Xbox 360,69,8,7.5,33,TT Games,E10+,Action Adventure
LEGO Star Wars: The Force Awakens,PlayStation 4,78,61,7.4,160,TT Games,E10+,Action Adventure
The Last Guardian,PlayStation 4,82,110,7.9,2589,SCE Japan Studio,T,Fantasy
Watch Dogs,Xbox 360,,,5.3,372,Ubisoft Montreal,M,Miscellaneous
LEGO Batman 2: DC Super Heroes,PlayStation 3,81,28,7.5,100,Traveller's Tales,E10+,Action Adventure
Metal Gear Solid V: Ground Zeroes,PlayStation 4,75,70,6.4,1484,Kojima Productions,M,Action Adventure
Shadow of the Colossus,PlayStation 4,91,100,7.7,2416,"Bluepoint Games, SCE Japan Studio",T,Action Adventure
Mafia III,Xbox One,67,21,5.0,425,Hangar 13,M,Action Adventure
