Name,Platform,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Genre
Monster High: 13 Wishes,Wii U,,,5.5,8,Game Machine Studios,E,Action Adventure
Muppets Party Cruise,GameCube,,,8.0,5,Mass Media,E,Miscellaneous
Taito Legends 2,PlayStation 2,67,11,8.2,6,Empire Oxford,T,Miscellaneous
World Championship Poker Featuring Howard Lederer: All In,Wii,,,tbd,,Point of View,T,Miscellaneous
Dance! It's Your Stage,PlayStation 3,,,tbd,,Sproing Interactive Media,,Miscellaneous
Thomas & Friends: Hero of the Rails,Wii,,,tbd,,Barnstorm Games,E,Simulation
Hello Kitty Kruisers,Switch,,,5.3,9,Bergsala-Lightweight,E,Racing
7 Roses: A Darkness Rises,PC,,,tbd,,"DragonsEye Studio, DragonsEyeStudios",,Puzzle
Pump It Up: Exceed,Xbox,74,9,7.5,4,Andamiro U.S.A. Corp.,T,Miscellaneous
SteamWorld Collection,PlayStation 4,,,tbd,,"Image & Form, Maximum Games",E10+,Miscellaneous
The Cheetah Girls,Game Boy Advance,,,tbd,,Gorilla Systems,E,Miscellaneous
Marvel Avengers: Battle for Earth,Xbox 360,62,11,7.1,14,Ubisoft Quebec,T,Action
Reversal Challenge,DS,,,tbd,,UFO Interactive,E,Miscellaneous
uDraw Studio: Instant Artist,Xbox 360,54,5,5.7,6,"THQ, Pipeworks Software, Inc.",E,Miscellaneous
Space Channel 5: Ulala's Cosmic Attack,Game Boy Advance,55,15,8.0,5,Art,E,Miscellaneous
Golden Nugget Casino DS,DS,,,tbd,,Skyworks Technologies,T,Miscellaneous
Monster High: 13 Wishes,3DS,,,tbd,,Game Machine Studios,E,Action Adventure
Art Academy: Home Studio,Wii U,82,9,7.9,22,Headstrong Games,E,Miscellaneous
Franklin: A Birthday Surprise,PlayStation 2,,,tbd,,Neko Entertainment,E,Miscellaneous
DJ Star,DS,66,7,tbd,,Game Life,T,Miscellaneous
Dream Dancer,DS,,,tbd,,"CyberPlanet Interactive Public Co., Ltd., CyberPlanet Interactive",E,Action
Online Chess Kingdoms,PSP,60,17,6.8,6,"Konami, Leviathan Games",E,Miscellaneous
Dance! It's Your Stage,Wii,,,,,"Sproing Interactive Media, Sproing",E10+,Action
Uno 52,DS,,,tbd,,Black Lantern Studios,E,Miscellaneous
Technic Beat,PlayStation 2,67,24,tbd,,Arika,E,Miscellaneous
Smart Kid's: Mega Game Mix,DS,,,tbd,,,,
Totally Spies! Totally Party,PlayStation 2,,,tbd,,Mad Monkey,E,Action
Diary Girl,DS,,,tbd,,"Konami, Team 3 Games",E,Miscellaneous
World Poker Tour,Game Boy Advance,,,tbd,,Backbone Emeryville,E,Miscellaneous
Games Around the World,DS,,,tbd,,"Zoo Games, JV Games Inc.",E10+,Miscellaneous
Rayman Raving Rabbids,PC,58,6,6.7,53,Ubisoft Bulgaria,E,Action
Doki-Doki Universe,PlayStation Vita,66,7,5.2,18,SCEA,E10+,General
Satisfashion,Wii,,,tbd,,"XS Games, TechFront",E,Simulation
Dokuro,PlayStation Vita,76,26,7.9,19,Game Arts,E10+,Action
Dungeons & Dragons: Neverwinter Nights - Complete,PC,,,8.2,5,Various,M,Miscellaneous
Duel Masters: Shadow of the Code,Game Boy Advance,,,tbd,,Mistic Software,E,Miscellaneous
Smart Kid's Gameclub,DS,,,tbd,,,,
Ultimate Board Game Collection,PlayStation 2,37,6,tbd,,Jack of All Games,E,Miscellaneous
Fullmetal Alchemist: Trading Card Game,DS,61,7,7.5,4,Magellan Interactive,T,Strategy
thinkSMART: Chess for Kids,DS,,,tbd,,Mentor Interactive,E,Miscellaneous
WordHunters,PlayStation 4,,,tbd,,thumbfood Ltd.,E,Miscellaneous
Poker For Dummies,PC,,,tbd,,Electronic Arts,T,Miscellaneous
Deal or No Deal,PC,,,6.4,10,Global Star Software,E,Miscellaneous
The Ultimate Battle of the Sexes,Wii,,,tbd,,Neopica,T,Action
Smart Boy's: Winter Wonderland,DS,,,tbd,,UFO Interactive,E,Miscellaneous
Dragon Ball Z for Kinect,Xbox 360,49,32,2.2,44,"Spike, Spike Chunsoft",T,Action
Dungeons & Dragons Anthology: The Master Collection,PC,,,7.8,6,Various,T,Miscellaneous
Patrician IV: Gold Edition,PC,,,tbd,,Gaming Minds Studios,,Strategy
Grand Theft Auto Online,PlayStation 3,83,4,5.8,180,Rockstar North,M,Action Adventure
Grand Theft Auto: San Andreas,PlayStation 3,,,7.5,47,"Rockstar Games, War Drum Studios",M,Action Adventure
Brain Training for Dummies,PC,,,tbd,,Electronic Arts,E,Miscellaneous
Darkstalkers Resurrection,Xbox 360,82,20,6.6,18,Iron Galaxy Studios,T,Action
Cube Creator X,Switch,,,7.9,10,Big John Games,T,Action Adventure
Teenage Mutant Ninja Turtles: Out of the Shadows,Xbox 360,38,28,5.4,176,Red Fly Studio,T,Action
Disney's Little Einsteins,Game Boy Advance,,,tbd,,InLight Entertainment,E,Miscellaneous
Killer 3D Pool,Game Boy Advance,,,tbd,,Gravity-I,E,Miscellaneous
RPG Maker MV,Switch,59,7,7.7,16,Kadokawa,E10+,Miscellaneous
Quantum Conundrum,PlayStation 3,79,14,7.2,49,Airtight Games,E,Miscellaneous
Once Upon a Time,Wii,,,tbd,,Visual Impact,E,Miscellaneous
Bullet Soul: Infinite Burst,Xbox 360,,,tbd,,Division2,T,Action
Sonic Mega Collection Plus,PC,,,8.1,7,Sega,E,Miscellaneous
Sega 3D Classics Collection,3DS,73,27,7.5,29,M2,E10+,Miscellaneous
Buzz! Quiz World,PSP,62,8,6.3,4,Curve Studios,T,Miscellaneous
Happy Birthdays,Switch,71,12,7.2,6,Arc System Works,E,Action Adventure
Calvin Tucker's Redneck Jamboree,PC,,,,,Humagade,E10+,Miscellaneous
RPG Maker MV,PlayStation 4,,,tbd,,Kadokawa,E10+,Miscellaneous
The Witness,PlayStation 4,87,82,7.2,745,"Thekla, Inc",E,Miscellaneous
Challenge Me Kids: Brain Games,DS,,,,,"Oxygen Interactive, Gusto Games",E,Miscellaneous
Smart Kid's Gameclub,DS,,,tbd,,,,
The Garfield Show: Threat of the Space Lasagna,Wii,,,6.5,4,Zoo Games,E,Adventure
Dreamcast Collection,PC,,,7.4,8,Sega,,Miscellaneous
Malice: Two Sisters,PC,,,tbd,,Game Devo,,Puzzle
My Secret Diary,DS,,,tbd,,Oxygen Interactive,E,Miscellaneous
uDraw Studio: Instant Artist,PlayStation 3,63,4,tbd,,"THQ, Pipeworks Software, Inc.",E,Miscellaneous
War of the Vikings,PC,62,19,6.2,64,Fatshark AB,RP,Action
Kinect Sports: Ultimate Collection,Xbox 360,,,tbd,,Various,E10+,Miscellaneous
Top Trumps: Doctor Who,DS,53,6,,,Rockpool Games,,Strategy
Hello Kitty Picnic with Sanrio Friends,3DS,,,7.5,8,"Chaotic Moon Studios, LLC.",E,Miscellaneous
Picture Puzzle Collection: The Dutch Masters,DS,,,,,Most Wanted Entertainment,,Puzzle
WorldNeverland: Elnea Kingdom,Switch,53,4,7.4,11,Alti,T,Role-Playing
Madagascar 3: The Video Game,Xbox 360,45,8,5.6,11,D3Publisher,E,General
Rhythm 'n Notes: Improve Your Music Skills,DS,26,6,4.5,4,Beyond Interactive,E,Action
Thief: Deadly Shadows,PC,85,45,8.3,312,Ion Storm,M,Action Adventure
Capcom Classics Mini Mix,Game Boy Advance,66,8,tbd,,Sensory Sweep,T,Miscellaneous
Touch Darts,DS,64,5,,,Full Fat,E,Sports
IQ Trainer,DS,,,,,Dreamcatcher,E,Miscellaneous
My Spanish Coach,Wii,,,,,"Ubisoft, Sensory Sweep",E,Miscellaneous
Muppet Pinball Mayhem,Game Boy Advance,75,6,tbd,,Digital Eclipse,E,Miscellaneous
Bratz: Rock Angelz,PC,,,7.2,6,AWE Games,E,Simulation
Marvel Trading Card Game,PSP,63,22,8.0,6,"Konami, Vicious Cycle",T,Strategy
Trivial Pursuit Unhinged,PC,,,tbd,,Artech Studios,T,Miscellaneous
Super Monkey Ball: Banana Splitz,PlayStation Vita,66,31,7.6,23,Marvelous AQL,E,Miscellaneous
Taito Legends,PC,75,8,tbd,,Empire Oxford,T,Miscellaneous
Battle of the Bands,Wii,58,40,6.0,14,Planet Moon Studios,T,Action
Arthur and the Revenge of Maltazard,PlayStation 3,,,,,Ubisoft,E10+,Miscellaneous
Disney/Pixar Brave,Xbox 360,65,15,6.1,8,Disney Interactive Studios,E10+,Action Adventure
Dream Pinball 3D,PC,61,5,,,ASK Homework,E10+,Action
Reader Rabbit: Preschool,Wii,,,tbd,,Graffiti Entertainment,EC,Miscellaneous
The Silent Hill Experience,PSP,72,7,6.5,12,Konami,,Miscellaneous
Nuclear Dawn,PC,71,25,7.5,125,Interwave Studios,M,Action
Texas Hold 'Em Poker Pack,DS,,,tbd,,Webfoot Technologies,T,Miscellaneous
Karaoke Party,PlayStation 2,,,,,Datel,,Miscellaneous
Phineas and Ferb: Quest for Cool Stuff,3DS,,,tbd,,Disney Interactive Studios,E,Action Adventure
4 in 1 Action Pack,PlayStation 3,,,tbd,,SouthPeak Games,E,Miscellaneous
Intellivision Lives!,DS,,,tbd,,Intellivision Productions,E,Miscellaneous
Battle of the Bands,Wii,58,40,6.0,14,Planet Moon Studios,T,Action
Adidas miCoach,Xbox 360,54,6,5.9,8,Chromativity,E,Sports
Wargame: AirLand Battle,PC,80,22,8.1,262,Eugen Systems,T,Strategy
World Championship Poker 2: Featuring Howard Lederer,PC,67,8,tbd,,Point of View,T,Miscellaneous
Arcade 3D,3DS,,,,,UFO Interactive,RP,Miscellaneous
Sea Legends: Phantasmal Light,PC,,,tbd,,"Shaman Games Studio, Shamangames Studio",,Puzzle
Secrets of the Titanic,PC,,,tbd,,Avanquest Software,,Puzzle
NES Remix Pack,Wii U,,,8.6,32,indieszero,E,Miscellaneous
Leisure Suit Larry Collection,PC,,,9.0,7,Sierra Entertainment,M,Miscellaneous
The Elder Scrolls Online: Tamriel Unlimited,PlayStation 4,74,30,7.6,986,ZeniMax Media,M,First-Person
The Elder Scrolls Online: Tamriel Unlimited,Xbox One,77,11,8.3,630,ZeniMax Media,M,First-Person
The Elder Scrolls Online,PC,71,64,5.7,2638,ZeniMax Media,M,First-Person
Final Fantasy XIV Online,PlayStation 3,,,,,Square Enix,T,Role-Playing
DC Universe Online,PlayStation 3,67,46,7.3,140,WBIE,T,Role-Playing
Dragon Quest X,Wii U,,,,,Square Enix,,Role-Playing
The Elder Scrolls Online: Morrowind,PlayStation 4,75,15,6.4,55,Bethesda Softworks,M,Role-Playing
DC Universe Online,PC,72,27,6.7,262,WBIE,T,Role-Playing
Final Fantasy XIV: Heavensward,PlayStation 4,86,20,8.3,427,Square Enix,T,Massively Multiplayer Online
Final Fantasy XIV: Stormblood,PlayStation 4,89,15,8.7,349,Square Enix,T,Role-Playing
WildStar,PC,82,52,7.5,958,Carbine Studios,T,Sci-Fi
The Elder Scrolls Online: Morrowind,Xbox One,76,7,6.3,33,Bethesda Softworks,M,Role-Playing
The Elder Scrolls Online: Summerset,Xbox One,81,5,6.8,13,ZeniMax Media,M,Role-Playing
The Elder Scrolls Online: Summerset,PlayStation 4,76,9,5.2,39,ZeniMax Media,M,Role-Playing
Final Fantasy XIV: Stormblood,PC,87,21,8.9,630,Square Enix,T,Role-Playing
The Elder Scrolls Online: Morrowind,PC,77,32,6.6,139,ZeniMax Media,M,Role-Playing
Final Fantasy XIV: Heavensward,PlayStation 3,,,8.0,86,Square Enix,T,Role-Playing
Final Fantasy XIV: Heavensward,PC,86,14,8.9,727,Square Enix,T,Massively Multiplayer Online
The Elder Scrolls Online: Summerset,PC,83,12,6.1,117,ZeniMax Media,M,Role-Playing
Just Dance 4,Wii,74,10,7.7,35,Ubisoft,E10+,Action
Just Dance 2014,Wii,,,6.5,12,Ubisoft,E10+,Action
Just Dance 2015,Wii,,,8.7,10,Ubisoft,E10+,Action
Dance Central 2,Xbox 360,86,56,8.2,66,Harmonix Music Systems,T,Action
Guitar Hero Live,PlayStation 4,80,69,6.2,194,FreeStyleGames,T,Action
Just Dance 4,Xbox 360,77,23,7.8,37,Ubisoft,E10+,Action
Just Dance 2016,Wii,,,5.7,6,Ubisoft,E10+,Action
Just Dance 2014,Xbox 360,79,16,7.9,37,Ubisoft,E10+,Action
Just Dance 2017,Wii,,,7.0,9,Ubisoft Paris,E10+,Action
Rhythm Heaven Fever,Wii,83,56,8.3,85,Nintendo,E,Action
Dance Central 3,Xbox 360,86,43,7.9,51,Harmonix Music Systems,T,Dancing
Guitar Hero Live,Xbox One,81,21,5.0,78,FreeStyleGames,T,Action
Just Dance 2019,Switch,72,13,6.1,26,Ubisoft Paris,E,Action
Just Dance 2018,Switch,71,15,5.9,39,Ubisoft Paris,E10+,Action
Rock Band 4,Xbox One,79,27,6.5,58,Harmonix Music Systems,T,Action
Just Dance 2015,Wii U,75,6,6.7,30,Ubisoft,E10+,Action
Just Dance 2014,Wii U,72,13,7.7,49,Ubisoft,E10+,Action
Just Dance 2015,Xbox 360,,,8.1,7,Ubisoft,E10+,Action
Just Dance 2016,Wii U,73,7,7.0,15,Ubisoft,E10+,Action
Rock Band 4,PlayStation 4,78,51,6.4,107,Harmonix Music Systems,T,Action
Lips: Number One Hits,Xbox 360,70,22,7.4,8,iNiS,T,Action
Just Dance 2015,Xbox One,70,17,7.7,20,Ubisoft,E10+,Action
Just Dance 2014,Xbox One,71,6,7.0,59,Ubisoft,E10+,Dancing
Just Dance 2014,PlayStation 4,75,4,5.8,57,Ubisoft,E10+,Action
Just Dance 4,PlayStation 3,77,5,7.1,30,Ubisoft,E10+,Action
Just Dance 2017,Wii U,,,7.1,8,Ubisoft Paris,E10+,Action
Just Dance 2015,PlayStation 4,72,8,5.9,34,Ubisoft,E10+,Action
Theatrhythm Final Fantasy: Curtain Call,3DS,83,52,8.2,224,indieszero,T,Action
Just Dance 2018,Wii,,,5.3,7,Ubisoft Paris,E10+,Action
Just Dance 2016,PlayStation 4,73,10,5.9,27,Ubisoft,E10+,Action
Just Dance 2014,PlayStation 3,77,6,7.1,25,Ubisoft,E10+,Action
Just Dance 4,Wii U,66,14,7.9,42,Ubisoft Paris,E10+,Action
Just Dance 2016,Xbox One,66,10,6.1,18,Ubisoft,E10+,Action
Persona 4: Dancing All Night,PlayStation Vita,76,51,5.5,323,"Atlus, Dingo Inc.",T,Miscellaneous
Guitar Hero Live,PlayStation 3,,,5.3,24,"Activision, FreeStyleGames",T,Action
Just Dance 2016,Xbox 360,,,7.1,7,Ubisoft,E10+,Action
Just Dance 2017,Xbox One,73,7,6.6,11,Ubisoft Paris,E10+,Action
Guitar Hero Live,Xbox 360,,,5.5,19,Activision,T,Action
Hatsune Miku: Project Diva F 2nd,PlayStation Vita,81,8,8.6,78,Sega,T,Action
Just Dance 2018,PlayStation 4,75,12,5.8,18,Ubisoft Paris,E10+,Action
Just Dance 2017,Switch,72,19,5.3,71,Ubisoft Paris,E10+,Action
Just Dance 2015,PlayStation 3,,,6.8,4,Ubisoft,E10+,Action
Just Dance 2017,Xbox 360,,,7.1,8,Ubisoft Paris,E10+,Action
Guitar Hero Live,Wii U,84,4,6.1,41,"Activision, FreeStyleGames",T,Action
Hatsune Miku: Project Diva F 2nd,PlayStation 3,78,15,8.7,63,Sega,T,Action
We Sing: Pop!,Wii,,,tbd,,Le Cortex,T,Miscellaneous
Just Dance 2019,Wii,,,2.3,6,Ubisoft Paris,E,Action
SingStar Celebration,PlayStation 4,65,13,6.1,9,Sony Interactive Entertainment,T,Action
Just Dance 2016,PlayStation 3,,,5.0,7,Ubisoft,E10+,Action
Just Dance 2018,Xbox One,,,4.1,10,Ubisoft Paris,E10+,Action
Just Dance: Greatest Hits,Wii,,,tbd,,Ubisoft,E10+,Music
SingStar: Ultimate Party,PlayStation 4,47,19,4.8,21,SCEE,,Miscellaneous
Fantasia: Music Evolved,Xbox One,77,48,7.5,69,Harmonix Music Systems,E10+,Music
Hatsune Miku: Project Diva X,PlayStation Vita,83,5,8.0,36,Sega,T,Action
Zumba Fitness Rush,Xbox 360,73,7,6.2,5,"Majesco Games, Zoe Mode, Majesco",E10+,Miscellaneous
Country Dance All Stars,Xbox 360,,,5.2,5,High Voltage Software,E10+,Action
Just Dance 2019,PlayStation 4,77,5,5.8,12,Ubisoft Paris,E,Action
Just Dance 2018,Wii U,,,4.6,10,Ubisoft Paris,E10+,Action
Just Dance: Disney Party,Xbox 360,,,tbd,,"Disney Interactive Studios, Land Ho!",E,Action
Just Dance 2019,Xbox One,77,8,5.8,13,Ubisoft Paris,E,Action
Just Dance: Disney Party,Wii,,,tbd,,"Disney Interactive Studios, Land Ho!",E,Action
Rocksmith 2014 Edition: Remastered,PlayStation 4,,,7.0,9,Ubisoft,T,Action
Hatsune Miku: Project Diva X,PlayStation 4,78,22,7.4,78,Sega,T,Action
Just Dance 2017,PlayStation 3,,,tbd,,Ubisoft Paris,E10+,Action
Rocksmith 2014 Edition: Remastered,Xbox One,,,7.3,4,Ubisoft,T,Action
Persona Dancing: Endless Night Collection,PlayStation 4,75,19,6.8,22,Atlus,T,Miscellaneous
Everybody Dance,PlayStation 3,66,5,7.0,9,SCEE,T,Action
Just Dance 2019,Wii U,,,6.4,7,Ubisoft Paris,E,Action
Just Dance 2018,Xbox 360,,,6.0,8,Ubisoft Paris,E10+,Action
Fantasia: Music Evolved,Xbox 360,,,6.1,8,Harmonix Music Systems,E10+,Action
Let's Sing 2016,PlayStation 4,,,3.5,4,Voxler,T,Action
Taiko no Tatsujin: Drum Session!,PlayStation 4,70,13,7.3,16,Bandai Namco Games,E10+,Action
Just Dance: Disney Party 2,Wii U,,,tbd,,Ubisoft,E,Action
Just Dance: Disney Party 2,Xbox One,,,tbd,,Ubisoft,E,Action
Just Dance: Disney Party 2,Xbox 360,,,tbd,,Ubisoft,E,Action
Just Dance 2019,Xbox 360,,,4.5,8,Ubisoft Paris,E,Action
Just Dance 2018,PlayStation 3,,,2.3,4,Ubisoft Paris,E10+,Action
Zumba Fitness Core,Wii,,,tbd,,Zoe Mode,E10+,Miscellaneous
The Voice,PlayStation 3,,,tbd,,Activision,,Miscellaneous
Persona 5: Dancing in Starlight,PlayStation 4,72,28,6.2,127,Atlus,T,Action
Zumba Fitness Core,Xbox 360,77,6,6.6,7,Zoe Mode,E10+,Miscellaneous
Just Sing,Xbox One,,,tbd,,"Ubisoft, iNiS",E10+,Action
Just Sing,PlayStation 4,60,5,6.1,8,"Ubisoft, iNiS",E10+,Action
Persona 3: Dancing in Moonlight,PlayStation 4,73,26,6.3,71,Atlus,T,Action
Let's Sing 2019,Switch,,,tbd,,Ravenscourt,T,Action
SUPERBEAT: XONiC,Switch,74,9,7.5,12,Nurijoy,T,Action
Let's Sing 2019,PlayStation 4,,,tbd,,Ravenscourt,T,Action
Let's Sing 2018,Switch,,,tbd,,Voxler,T,Action
SUPERBEAT: XONiC,PlayStation 4,,,tbd,,"PM Studios Inc., Nurijoy",T,Action
PaRappa the Rapper Remastered,PlayStation 4,61,34,5.2,67,"NanaOn-Sha, Sony Interactive Entertainment",E,Action
Patapon,PlayStation 4,72,29,6.2,42,Sony Interactive Entertainment,E,Action
Persona 5: Dancing in Starlight,PlayStation Vita,,,5.7,38,"Atlus Co., Atlus",T,Action
Musynx,Switch,78,7,8.0,13,PM Studios Inc.,E10+,Action
Persona 3: Dancing in Moonlight,PlayStation Vita,,,7.4,26,"Atlus Co., Atlus",T,Action
Just Dance: Disney Party 2,Wii,,,tbd,,Ubisoft,E,Action
We Sing: 80s,Wii,,,tbd,,Le Cortex,T,Miscellaneous
Rhythm Heaven Fever,Wii,83,56,8.3,85,Nintendo,E,Action
The Hip Hop Dance Experience,Wii,,,tbd,,iNiS,T,Action
SUPERBEAT: XONiC,PlayStation Vita,81,22,7.3,34,Nurijoy,T,Action
Disney Violetta: Rhythm & Music,3DS,,,tbd,,Game Machine Studios,E,Action
Mario Party: Star Rush,3DS,68,40,6.9,53,"Nintendo, Nd Cube",E,Miscellaneous
Mario Party: The Top 100,3DS,59,40,6.4,92,"Nintendo, Nd Cube",E,Miscellaneous
Knowledge is Power,PlayStation 4,71,22,7.0,49,"Sony Interactive Entertainment, Wish Studios",T,Miscellaneous
Animal Crossing: amiibo Festival,Wii U,46,20,4.0,232,"Nintendo, Nd Cube",E,Miscellaneous
Ape Escape Academy,PSP,51,48,6.1,11,Shift,E10+,Miscellaneous
SiNG Party,Wii U,60,21,5.5,19,FreeStyleGames,E10+,Action
Game & Wario,Wii U,61,60,6.6,142,Intelligent Systems,E,Miscellaneous
Pac-Man Party 3D,3DS,43,11,4.9,17,Namco Bandai Games,E,Miscellaneous
Game Party Champions,Wii U,24,8,3.2,26,"Phosphor Games Studio, LLC",E,Miscellaneous
Whacked!,Xbox,59,20,7.1,9,Presto Studios,T,Miscellaneous
Ape Escape: Pumped & Primed,PlayStation 2,61,21,7.3,11,SCEI,T,Miscellaneous
Party Arcade,Switch,,,tbd,,Planet Entertainment,E,Miscellaneous
Carnival Games,PlayStation 4,,,tbd,,Mass Media,E10+,Miscellaneous
Carnival Games,Xbox One,,,tbd,,Mass Media,E10+,Miscellaneous
That's You!,PlayStation 4,70,27,7.1,47,Wish Studios,T,Miscellaneous
PlayStation Move Ape Escape,PlayStation 3,43,23,4.1,20,SCE Japan Studio,E10+,Miscellaneous
Rabbids Land,Wii U,52,26,5.5,38,Ubisoft Paris,E10+,Miscellaneous
Hasbro Game Night for Nintendo Switch,Switch,,,7.0,5,Ubisoft,E10+,Miscellaneous
Funfair Party Games,3DS,,,tbd,,Avanquest Software,E,Miscellaneous
Crash Bandicoot: The Wrath of Cortex,PlayStation 2,66,22,7.2,296,Traveller's Tales,E,Action
Ratchet & Clank: Size Matters,PSP,85,50,8.1,177,High Impact Games,E10+,Action
Jak and Daxter: The Precursor Legacy,PlayStation 2,90,35,8.8,520,Naughty Dog,E,Action
LittleBigPlanet 2,PlayStation 3,91,86,8.6,785,Media Molecule,E,Action
DreamWorks Kung Fu Panda,Xbox 360,75,42,7.3,38,"Luxoflux, Inc.",E10+,Action
Finding Nemo,Game Boy Advance,,,6.7,11,Vicarious Visions,E,Action
Jak II,PlayStation 2,87,47,8.3,389,Naughty Dog,T,Action
LittleBigPlanet,PSP,87,68,7.8,133,"SCE/WWS, Media Molecule",E10+,Action
Sonic Advance,Game Boy Advance,87,22,7.9,106,Sonic Team,E,Action
Spyro: Season of Ice,Game Boy Advance,74,16,6.6,24,Digital Eclipse,E,Action
Skylanders Swap Force,Wii,,,6.1,9,Beenox,E10+,Action
Spyro Reignited Trilogy,PlayStation 4,82,80,8.2,830,"Activision, Toys for Bob",E10+,Miscellaneous
Scooby-Doo! Night of 100 Frights,PlayStation 2,69,20,8.3,30,Heavy Iron Studios,E,Action
LittleBigPlanet 3,PlayStation 4,79,78,7.1,710,Sumo Digital,E,Action
Spyro: Enter the Dragonfly,PlayStation 2,56,20,4.5,131,Check Six Games,E,Action
Ratchet & Clank Future: A Crack in Time,PlayStation 3,87,85,8.8,602,Insomniac Games,E10+,Action
Shrek 2,PlayStation 2,71,32,6.8,61,"Luxoflux, Inc.",E,Action
Sonic Classic Collection,DS,70,24,7.6,35,Creative Assembly,E,Action
Jak 3,PlayStation 2,84,55,8.7,378,Naughty Dog,T,Action
Sly 2: Band of Thieves,PlayStation 2,88,64,9.0,305,Sucker Punch,E,Action
Sonic Advance 2,Game Boy Advance,83,23,8.0,83,Dimps Corporation,E,Action
The SpongeBob SquarePants Movie,PlayStation 2,75,5,8.5,89,Heavy Iron Studios,E,Action
Crash Bandicoot: The Huge Adventure,Game Boy Advance,78,18,7.8,57,Vicarious Visions,E,Action
Toy Story 2: Buzz Lightyear to the Rescue!,PlayStation,75,11,8.1,77,Traveller's Tales,E,Action
SpongeBob SquarePants: Battle for Bikini Bottom,PlayStation 2,71,9,8.8,194,Heavy Iron Studios,E,Action
Ape Escape,PlayStation,90,19,8.4,90,SCEI,E,Action
Sonic Generations,PlayStation 3,76,38,8.3,342,"Sega, Sonic Team",E,Action
Spyro 2: Season of Flame,Game Boy Advance,76,18,6.9,24,Digital Eclipse,E,Action
The Simpsons Game,DS,69,17,7.3,26,Griptonite Games,T,Action
The Simpsons Game,PlayStation 2,68,10,7.8,47,Electronic Arts,T,Action
Rayman Legends,PlayStation 4,90,16,8.4,987,Ubisoft Montpellier,E10+,Platformer
Disney Princess,Game Boy Advance,,,tbd,,Art,E,Action
Disney*Pixar WALL-E,DS,54,15,tbd,,Helixe,E,Action
Sonic Advance 3,Game Boy Advance,79,30,8.2,73,Dimps Corporation,E,Action
Sonic Generations,Xbox 360,77,49,8.2,519,"Sega, Sonic Team",E,Action
LittleBigPlanet PS Vita,PlayStation Vita,88,71,8.5,384,"Tarsier Studios, Double Eleven",E,Action
Crash Bandicoot 2: N-Tranced,Game Boy Advance,75,21,7.7,64,Vicarious Visions,E,Action
Skylanders Swap Force,Xbox 360,83,37,5.9,47,Vicarious Visions,E10+,Action
Donkey Kong Jungle Beat,GameCube,80,49,8.2,45,Nintendo,E10+,Action
Madagascar,PlayStation 2,69,25,7.6,44,Toys for Bob,E10+,Action
Pirates of the Caribbean: The Curse of the Black Pearl,Game Boy Advance,49,10,6.8,6,Pocket Studios,E,Action
Castlevania: Symphony of the Night,PlayStation,93,12,9.2,745,Konami,T,Action
Oddworld: Abe's Oddysee,PlayStation,85,10,8.8,164,Oddworld Inhabitants,T,Action
Frogger: The Great Quest,PlayStation 2,32,6,4.7,26,Konami,E,Action
Crash Bandicoot: The Wrath of Cortex,Xbox,70,16,7.6,50,Traveller's Tales,E,Action
SpongeBob SquarePants: Battle for Bikini Bottom,Game Boy Advance,,,7.4,8,Vicarious Visions,E,Action
Donkey Kong Country 2,Game Boy Advance,80,22,8.6,62,Rare Ltd.,E,Action
Sly Cooper and the Thievius Raccoonus,PlayStation 2,86,41,8.5,305,Sucker Punch,E,Action
Ty the Tasmanian Tiger,PlayStation 2,70,14,8.8,69,Krome Studios,E,Action
Mirror's Edge,Xbox 360,79,82,7.5,380,EA DICE,T,Action
Ratchet & Clank: All 4 One,PlayStation 3,70,65,6.5,219,Insomniac Games,E10+,Action
Tak and the Power of Juju,PlayStation 2,68,28,8.6,34,Avalanche Software,E,Action
Mirror's Edge,PlayStation 3,79,66,7.7,427,EA DICE,T,Action
SpongeBob SquarePants: Revenge of the Flying Dutchman,PlayStation 2,,,6.7,51,Big Sky Software,E,Action
The Simpsons Game,PSP,59,7,7.0,24,"Electronic Arts, Rebellion",T,Action
Sonic Generations,3DS,66,29,6.8,148,"Sega, Dimps Corporation",E,Action
Spider-Man 2,Game Boy Advance,65,12,7.9,8,Digital Eclipse,E,Action
Dora the Explorer: Dora Saves the Mermaids,DS,44,5,4.0,5,Black Lantern Studios,E,Action
The Simpsons Game,Xbox 360,71,52,7.7,90,"Electronic Arts, EA Redwood Shores",T,Action
Sonic Unleashed,PlayStation 3,54,24,8.2,319,Sonic Team,E10+,Action
Shrek 2,GameCube,70,25,5.3,27,"Luxoflux, Inc.",E,Action
Disney*Pixar WALL-E,Wii,51,18,5.3,11,Heavy Iron Studios,E,Action
The Simpsons Game,Wii,64,19,6.1,40,"Electronic Arts, Rebellion",T,Action
Rayman Origins,PlayStation 3,87,43,8.4,292,UBlart Montpellier,E10+,Action
Oddworld: Abe's Exoddus,PlayStation,88,13,8.5,115,Oddworld Inhabitants,T,Action
Shadow the Hedgehog,GameCube,51,22,6.3,205,Sonic Team,E10+,Action
Disney Epic Mickey 2: The Power of Two,Wii,64,6,6.8,48,Junction Point,E,Action
Skylanders Trap Team,Wii,,,7.1,8,Toys for Bob,E10+,Action
Sonic Unleashed,Xbox 360,60,50,8.3,592,Sonic Team,E10+,Action
