Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Tetris Evolution,Xbox 360,2007.0,Miscellaneous,THQ  ,0.08,0.02,0.0,0.01,0.11,52.0,21.0,8.0,4.0,Mass Media,E
Puzzle Chronicles,PSP,2010.0,Miscellaneous,Konami  ,0.08,0.0,0.0,0.02,0.1,62.0,19.0,,,Konami,E10+
Exit DS,DS,2008.0,Action,Taito  ,0.09,0.0,0.01,0.01,0.1,64.0,25.0,6.7,6.0,Moss,E
Chameleon,PSP,2008.0,Miscellaneous,UFO Interactive  ,0.09,0.0,0.0,0.02,0.1,,,,,Starfish,E
PictoImage,DS,2008.0,Miscellaneous,Sega  ,0.09,0.0,0.0,0.01,0.1,61.0,11.0,,,"Sega, Skonec",E
Scribblenauts Unmasked: A DC Comics Adventure,Wii U,2013.0,Puzzle,Warner Bros. Interactive Entertainment  ,0.09,0.0,0.0,0.01,0.1,71.0,17.0,6.3,40.0,5TH Cell,E10+
Scribblenauts Unmasked: A DC Comics Adventure,3DS,2013.0,Puzzle,Warner Bros. Interactive Entertainment  ,0.09,0.0,0.0,0.01,0.1,68.0,7.0,6.4,24.0,5TH Cell,E10+
Puyo Puyo Tetris,PlayStation 4,2017.0,Puzzle,Sega  ,0.05,0.03,0.0,0.02,0.1,83.0,16.0,7.4,56.0,"Sega, Sonic Team",E10+
Sudoku Mania,DS,2006.0,Miscellaneous,UFO Interactive  ,0.09,0.0,0.0,0.01,0.1,25.0,4.0,3.5,4.0,FrontLine Studios,E
Sneakers,Xbox,2002.0,Miscellaneous,Microsoft Game Studios  ,0.07,0.02,0.0,0.0,0.1,28.0,13.0,3.4,11.0,Media.Vision,E
Nancy Drew: The Model Mysteries,DS,2010.0,Miscellaneous,THQ  ,0.09,0.0,0.0,0.01,0.1,,,,,"THQ, AWE Games",E10+
May's Mystery: Forbidden Memories,DS,2011.0,Miscellaneous,Unknown  ,0.05,0.04,0.0,0.01,0.1,70.0,5.0,,,"Mastertronic, V5 Play Studio",E
Bejeweled Twist,DS,2010.0,Miscellaneous,PopCap Games  ,0.0,0.08,0.0,0.01,0.1,77.0,10.0,,,Griptonite Games,E
Harvest Moon: Frantic Farming,DS,2009.0,Miscellaneous,Natsume  ,0.08,0.01,0.0,0.01,0.1,72.0,7.0,6.3,7.0,Natsume,E
Snood 2: On Vacation,DS,2005.0,Miscellaneous,DSI Games  ,0.09,0.0,0.0,0.01,0.09,46.0,4.0,,,Gravity-I,E
echochrome,PSP,2008.0,Miscellaneous,Sony Computer Entertainment  ,0.0,0.01,0.08,0.0,0.09,79.0,28.0,7.9,15.0,"SCE/WWS, SCE Japan Studio",E
Bomberman Max 2: Blue Advance,Game Boy Advance,2002.0,Miscellaneous,Majesco  ,0.07,0.02,0.0,0.0,0.09,75.0,10.0,7.8,5.0,Hudson,E
Junior Mystery Quest,DS,2011.0,Adventure,Unknown  ,0.07,0.01,0.0,0.01,0.09,,,,,Maximum Family Games,E
Challenge Me: Brain Puzzles 2,DS,2010.0,Miscellaneous,O-Games  ,0.05,0.04,0.0,0.01,0.09,,,,,O-Games,E
Puchi Puchi Virus,DS,2009.0,Action,NIS America  ,0.08,0.0,0.0,0.01,0.09,73.0,17.0,6.3,4.0,"Jaleco Entertainment, Keys Factory",E
Pipe Mania,DS,2008.0,Miscellaneous,Empire Interactive  ,0.08,0.01,0.0,0.01,0.09,71.0,13.0,,,Razorworks,E
Super Puzzle Fighter II,Game Boy Advance,2003.0,Miscellaneous,Capcom  ,0.06,0.02,0.0,0.0,0.09,83.0,22.0,,,Atomic Planet Entertainment,E
Brain Voyage,DS,2008.0,Miscellaneous,Eidos Interactive  ,0.06,0.02,0.0,0.01,0.09,52.0,12.0,,,Razorback Developments,E
Henry Hatsworth in the Puzzling Adventure,DS,2009.0,Action,Electronic Arts  ,0.08,0.0,0.0,0.01,0.09,82.0,46.0,8.1,40.0,EA Tiburon,E
ChuChu Rocket!,Game Boy Advance,2001.0,Miscellaneous,Sega  ,0.06,0.02,0.0,0.0,0.09,84.0,15.0,7.2,9.0,Sonic Team,E
Nikoli's Pencil Puzzle,3DS,2011.0,Miscellaneous,Konami  ,0.05,0.03,0.0,0.01,0.09,61.0,7.0,,,NATSUME ATARI Inc.,E
Bomberman Land Touch!,DS,2006.0,Miscellaneous,Atlus  ,0.04,0.0,0.04,0.0,0.09,78.0,15.0,7.6,12.0,Hudson,E
Exit,PSP,2006.0,Miscellaneous,Ubisoft  ,0.07,0.0,0.0,0.01,0.08,77.0,36.0,7.6,15.0,Taito Corporation,E
Smart Bomb,PSP,2005.0,Miscellaneous,Eidos Interactive  ,0.07,0.0,0.0,0.01,0.08,45.0,19.0,6.2,6.0,Core Design Ltd.,E10+
Bomberman Jetters,GameCube,2004.0,Action,Majesco  ,0.06,0.02,0.0,0.0,0.08,70.0,21.0,7.9,10.0,Hudson,E
Puzzler Mind Gym 3D,3DS,2011.0,Miscellaneous,Ubisoft  ,0.07,0.0,0.0,0.01,0.08,51.0,5.0,,,Ubisoft,E
Qubed,Xbox 360,2009.0,Miscellaneous,Atari  ,0.07,0.0,0.0,0.01,0.08,,,,,Q Entertainment,E
Line Rider 2: Unbound,DS,2008.0,Miscellaneous,"Genius Products, Inc.  ",0.07,0.0,0.0,0.01,0.08,59.0,23.0,5.6,5.0,InXile Entertainment,E
Crush,PSP,2007.0,Action,Sega  ,0.07,0.0,0.0,0.01,0.08,83.0,41.0,8.2,25.0,Zoe Mode,E10+
7 Wonders of the Ancient World,PSP,2007.0,Miscellaneous,Mumbo Jumbo  ,0.07,0.0,0.0,0.01,0.08,51.0,10.0,,,"MumboJumbo, Hot Lava Games",E
Wordfish,DS,2008.0,Miscellaneous,Ubisoft  ,0.07,0.0,0.0,0.01,0.08,,,,,Ubisoft,E
Soul Bubbles,DS,2008.0,Action,Eidos Interactive  ,0.05,0.02,0.0,0.01,0.08,78.0,33.0,8.0,23.0,Mekensleep,E
Whac-A-Mole,DS,2005.0,Miscellaneous,Activision  ,0.07,0.0,0.0,0.01,0.08,,,5.4,7.0,DC Studios,E
PQ: Practical Intelligence Quotient,PSP,2006.0,Miscellaneous,D3 Publisher  ,0.07,0.0,0.0,0.01,0.08,69.0,34.0,,,Now Production,E
Carol Vorderman's Sudoku,PSP,2007.0,Miscellaneous,Eidos Interactive  ,0.06,0.0,0.0,0.01,0.08,72.0,18.0,,,Empire Interactive,E
Margot's Word Brain,DS,2008.0,Miscellaneous,Zoo Games  ,0.07,0.0,0.0,0.01,0.07,,,,,Slam Games,E10+
Bomberman Max 2: Red Advance,Game Boy Advance,2002.0,Miscellaneous,Majesco  ,0.05,0.02,0.0,0.0,0.07,75.0,9.0,,,Hudson,E
Squishy Tank,DS,2010.0,Miscellaneous,Natsume  ,0.07,0.0,0.0,0.01,0.07,,,,,"Natsume, Success",E
The Rub Rabbits!,DS,2006.0,Miscellaneous,Sega  ,0.03,0.0,0.04,0.0,0.07,68.0,44.0,7.7,7.0,Sonic Team,T
Jewel Time Deluxe,DS,2011.0,Miscellaneous,O-Games  ,0.04,0.03,0.0,0.01,0.07,,,,,Oxygen Interactive,E
Cut the Rope: Triple Treat,3DS,2014.0,Miscellaneous,Activision  ,0.06,0.0,0.0,0.01,0.07,64.0,4.0,7.3,9.0,"FUN Labs, ZeptoLab",E
Sushi Striker: The Way of Sushido,Switch,2018.0,Puzzle,Nintendo  ,0.02,0.01,0.03,0.0,0.07,76.0,44.0,7.7,65.0,indieszero,E
Titanic Mystery,DS,2012.0,Miscellaneous,O-Games  ,0.05,0.01,0.0,0.01,0.07,,,,,Purple Hills,T
Sudoku Fever,Game Boy Advance,2006.0,Miscellaneous,Take-Two Interactive  ,0.05,0.02,0.0,0.0,0.07,,,,,Global Star Software,E
Pipe Mania,PSP,2008.0,Miscellaneous,Empire Interactive  ,0.06,0.0,0.0,0.01,0.07,74.0,6.0,,,Empire Interactive,E
Super Bomberman R,PlayStation 4,2018.0,Puzzle,Konami Digital Entertainment  ,0.03,0.0,0.03,0.01,0.06,67.0,13.0,5.9,31.0,Konami,E10+
Jewels of the Ages,DS,2011.0,Miscellaneous,City Interactive  ,0.03,0.02,0.0,0.01,0.06,,,,,City Interactive,E
Santa Claus is Comin' to Town!,DS,2011.0,Miscellaneous,Crave Entertainment  ,0.06,0.0,0.0,0.01,0.06,,,,,Crave,E
Jewel Quest IV: Heritage,DS,2011.0,Miscellaneous,iWin   ,0.0,0.05,0.0,0.01,0.06,,,,,Engine Software,E
Octomania,Wii,2008.0,Miscellaneous,Conspiracy Entertainment  ,0.06,0.0,0.0,0.0,0.06,66.0,9.0,,,Compile Heart,E
Sudoku Ball Detective,DS,2009.0,Miscellaneous,Playlogic Game Factory  ,0.06,0.0,0.0,0.0,0.06,54.0,6.0,,,Whitebear,E10+
Bubble Bobble: Old & New,Game Boy Advance,2004.0,Action,Empire Interactive  ,0.04,0.02,0.0,0.0,0.06,61.0,5.0,,,Taito Corporation,E
Challenge Me: Brain Puzzles,DS,2009.0,Miscellaneous,O-Games  ,0.06,0.0,0.0,0.0,0.06,65.0,6.0,,,Oxygen Interactive,E
DropCast,DS,2008.0,Miscellaneous,THQ  ,0.06,0.0,0.0,0.0,0.06,66.0,4.0,,,Mikoishi,E
Arkanoid DS,DS,2008.0,Action,Square Enix  ,0.06,0.0,0.0,0.0,0.06,61.0,29.0,7.7,9.0,Taito Corporation,E
Worms Blast,GameCube,2002.0,Miscellaneous,Ubisoft  ,0.05,0.01,0.0,0.0,0.06,65.0,12.0,7.3,6.0,Team17,E
Rock Blast,DS,2008.0,Miscellaneous,UFO Interactive  ,0.06,0.0,0.0,0.0,0.06,,,,,UFO Interactive,E
Puzzler Collection,Wii,2008.0,Miscellaneous,Zoo Digital Publishing  ,0.05,0.0,0.0,0.0,0.06,,,,,Destination Software,E
Jewel Link Chronicles: Mountains of Madness,DS,2012.0,Miscellaneous,Unknown  ,0.0,0.05,0.0,0.01,0.06,,,,,Avanquest Software,E10+
Ivy the Kiwi?,Wii,2010.0,Action,Xseed Games  ,0.04,0.02,0.0,0.0,0.06,74.0,30.0,7.2,12.0,Prope,E
Dig Dug: Digging Strike,DS,2005.0,Action,Namco  ,0.05,0.0,0.0,0.0,0.06,65.0,24.0,7.1,7.0,Bullets,E
Honeycomb Beat,DS,2007.0,Miscellaneous,Konami  ,0.05,0.0,0.0,0.0,0.06,61.0,28.0,,,Hudson,E
Jumble Madness,DS,2009.0,Miscellaneous,Destineer  ,0.06,0.0,0.0,0.0,0.06,,,,,Anino Entertainment,E10+
Challenge Me: Brain Puzzles 2,Wii,2010.0,Miscellaneous,O-Games  ,0.0,0.05,0.0,0.0,0.06,,,,,"O-Games, Slam Productions",E
Zendoku,DS,2007.0,Miscellaneous,Eidos Interactive  ,0.05,0.0,0.0,0.0,0.06,68.0,13.0,,,Zoonami Ltd.,E
Mighty Beanz: Pocket Puzzles,Game Boy Advance,2004.0,Miscellaneous,Majesco  ,0.04,0.01,0.0,0.0,0.06,37.0,6.0,,,Radius9,E
Bombastic,PlayStation 2,2003.0,Miscellaneous,Capcom  ,0.03,0.02,0.0,0.01,0.05,72.0,24.0,7.2,6.0,Shift,E
Match 3 Madness,DS,2011.0,Miscellaneous,Unknown  ,0.0,0.05,0.0,0.01,0.05,,,,,Most Wanted Entertainment,E
Jewel Legends: Tree of Life,DS,2011.0,Miscellaneous,Rising Star   ,0.0,0.05,0.0,0.01,0.05,,,,,Rising Star Games,E
Myth Makers: Orbs of Doom,Wii,2007.0,Miscellaneous,Bold Games  ,0.05,0.0,0.0,0.0,0.05,,,0.9,8.0,Data Design Interactive,E
4 Elements,PC,2009.0,Miscellaneous,eGames  ,0.0,0.04,0.0,0.01,0.05,,,7.4,21.0,Playrix Entertainment,E
Ultra Bust-A-Move,Xbox,2004.0,Miscellaneous,Majesco  ,0.04,0.01,0.0,0.0,0.05,74.0,12.0,,,Taito Corporation,E
Jewel Master: Cradle of Persia,DS,2014.0,Miscellaneous,Rising Star Games  ,0.0,0.05,0.0,0.0,0.05,,,,,"Rising Star Games, Cerasus Media",E
Prism: Light the Way,DS,2007.0,Miscellaneous,Eidos Interactive  ,0.05,0.0,0.0,0.0,0.05,73.0,21.0,,,Game Sauce,E
Ivy the Kiwi?,DS,2010.0,Action,Xseed Games  ,0.04,0.0,0.0,0.0,0.05,69.0,20.0,6.3,4.0,Prope,E
Puyo Pop,Game Boy Advance,2002.0,Miscellaneous,THQ  ,0.04,0.01,0.0,0.0,0.05,84.0,14.0,7.2,6.0,Sonic Team,E
Turbo Turtle Adventure,Game Boy Advance,2002.0,Miscellaneous,Majesco  ,0.04,0.01,0.0,0.0,0.05,70.0,8.0,,,Iridon Interactive AB,E
PQ2: Practical Intelligence Quotient,PSP,2007.0,Miscellaneous,D3 Publisher  ,0.04,0.0,0.0,0.0,0.05,74.0,19.0,7.8,6.0,Now Production,E
The Lost Vikings,Game Boy Advance,2003.0,Miscellaneous,Blizzard Entertainment  ,0.04,0.01,0.0,0.0,0.05,75.0,16.0,8.3,24.0,Mass Media,E
Bejeweled Twist,PC,2008.0,Miscellaneous,PopCap Games  ,0.01,0.04,0.0,0.01,0.05,78.0,12.0,7.6,18.0,PopCap,E
Fishdom,DS,2011.0,Action,Atari  ,0.05,0.0,0.0,0.0,0.05,,,,,Playrix Entertainment,E
Super Bust-A-Move,Game Boy Advance,2001.0,Miscellaneous,Ubisoft  ,0.03,0.01,0.0,0.0,0.05,77.0,9.0,7.0,4.0,Taito Corporation,E
ZooCube,Game Boy Advance,2002.0,Miscellaneous,Acclaim Entertainment  ,0.03,0.01,0.0,0.0,0.05,71.0,11.0,,,PuzzleKings,E
Jewel Quest Mysteries,DS,2009.0,Miscellaneous,Activision  ,0.03,0.01,0.0,0.0,0.05,,,,,Activision,E
The Lost Treasures of Alexandria,DS,2011.0,Miscellaneous,Unknown  ,0.0,0.04,0.0,0.01,0.05,,,,,Engine Software,E
Balloon Pop,Wii,2007.0,Miscellaneous,UFO Interactive  ,0.04,0.0,0.0,0.0,0.05,,,,,UFO Interactive,E
Super Bubble Pop,GameCube,2003.0,Miscellaneous,Jaleco  ,0.04,0.01,0.0,0.0,0.05,54.0,12.0,5.5,4.0,Runecraft,E
Boing! Docomodake DS,DS,2009.0,Miscellaneous,Ignition Entertainment  ,0.04,0.0,0.0,0.0,0.05,72.0,34.0,,,Suzak,E
Color Cross,DS,2010.0,Miscellaneous,Zoo Games  ,0.04,0.0,0.0,0.0,0.05,72.0,6.0,,,Rising Star Games,E
Professor Heinz Wolff's Gravity,DS,2009.0,Miscellaneous,Deep Silver  ,0.04,0.0,0.0,0.0,0.05,53.0,9.0,,,Deep Silver,E
Bubble Bobble Revolution,DS,2006.0,Action,Codemasters  ,0.04,0.0,0.0,0.0,0.05,38.0,19.0,6.2,6.0,Taito Corporation,E
Nanda's Island,DS,2011.0,Miscellaneous,Mumbo Jumbo  ,0.04,0.0,0.0,0.0,0.04,,,,,MumboJumbo,E
Puyo Pop Fever,PSP,2006.0,Miscellaneous,Ignition Entertainment  ,0.0,0.0,0.04,0.0,0.04,68.0,9.0,,,Sonic Team,
Mortimer Beckett and the Secrets of Spooky Manor,Wii,2008.0,Miscellaneous,Mumbo Jumbo  ,0.04,0.0,0.0,0.0,0.04,56.0,4.0,,,"Pronto Games, Paprikari",E
Zoo Quest: Puzzle Fun!,DS,2008.0,Miscellaneous,DreamCatcher Interactive  ,0.04,0.0,0.0,0.0,0.04,,,,,Dreamcatcher,E
WTF: Work Time Fun,PSP,2006.0,Miscellaneous,D3 Publisher  ,0.04,0.0,0.0,0.0,0.04,63.0,23.0,7.8,8.0,SCEJ,T
PopCap Arcade Vol 1,Xbox 360,2007.0,Miscellaneous,PopCap Games  ,0.04,0.0,0.0,0.0,0.04,,,,,PopCap,E
Platinum Sudoku,DS,2007.0,Miscellaneous,Ubisoft  ,0.03,0.01,0.0,0.0,0.04,,,,,Gameloft,E
The Treasures of Montezuma,DS,2010.0,Miscellaneous,O-Games  ,0.02,0.02,0.0,0.0,0.04,,,,,"Most Wanted Entertainment, Foreign Media",E
Meteos: Disney Magic,DS,2007.0,Miscellaneous,Disney Interactive Studios  ,0.01,0.02,0.0,0.0,0.04,74.0,36.0,6.6,5.0,Q Entertainment,E
Luxor: Pharaoh's Challenge,Wii,2008.0,Miscellaneous,Mumbo Jumbo  ,0.01,0.02,0.0,0.0,0.04,,,,,MumboJumbo,E
Rollin' Rascals,DS,2009.0,Miscellaneous,Majesco  ,0.04,0.0,0.0,0.0,0.04,,,,,Hoget,E
Bomberman: Act Zero,Xbox 360,2006.0,Miscellaneous,Konami  ,0.04,0.0,0.0,0.0,0.04,34.0,41.0,2.1,48.0,Hudson,T
Denki Blocks!,Game Boy Advance,2001.0,Action,Majesco  ,0.03,0.01,0.0,0.0,0.04,77.0,6.0,7.2,5.0,Rage Software,E
Sushi Striker: The Way of Sushido,3DS,2018.0,Puzzle,Nintendo  ,0.02,0.0,0.02,0.0,0.04,,,6.6,17.0,indieszero,E
Fading Shadows,PSP,2008.0,Miscellaneous,Agetec  ,0.03,0.0,0.0,0.0,0.04,62.0,13.0,,,Ivolgamus,E
Lumo,PlayStation 4,2016.0,Action,Rising Star Games  ,0.03,0.0,0.0,0.01,0.04,73.0,25.0,5.8,39.0,Triple Eh? Ltd,E10+
Bubble Bobble Double Shot,DS,2008.0,Action,Ignition Entertainment  ,0.03,0.0,0.0,0.0,0.04,50.0,12.0,4.4,5.0,Marvelous Entertainment,E
Napoleon Dynamite: The Game,PSP,2007.0,Action,Crave Entertainment  ,0.03,0.0,0.0,0.0,0.04,37.0,14.0,4.6,7.0,7 Studios,E10+
Sudoku Ball Detective,Wii,2009.0,Miscellaneous,Playlogic Game Factory  ,0.02,0.01,0.0,0.0,0.04,,,,,Whitebear,E10+
Paddington: Adventures in London,3DS,2015.0,Action,Microids  ,0.0,0.03,0.0,0.0,0.04,,,9.2,5.0,Ravenscourt,E
7 Wonders: Treasures of Seven,DS,2011.0,Puzzle,Mumbo Jumbo  ,0.01,0.02,0.0,0.0,0.03,,,,,Avanquest Software,E
Challenge Me: Word Puzzles,DS,2011.0,Miscellaneous,O-Games  ,0.03,0.0,0.0,0.0,0.03,,,,,O-Games,E10+
World of Goo,PC,2008.0,Miscellaneous,Take-Two Interactive  ,0.0,0.03,0.0,0.01,0.03,90.0,26.0,8.4,748.0,2D Boy,E
Shifting World,3DS,2012.0,Miscellaneous,Aksys Games  ,0.0,0.0,0.03,0.0,0.03,55.0,9.0,5.9,8.0,Fishing Cactus,E
Cake Mania: Baker's Challenge,PSP,2008.0,Miscellaneous,Destineer  ,0.03,0.0,0.0,0.0,0.03,,,,,"Coresoft, Sandlot Games",E
Doodle Hex,DS,2020.0,Miscellaneous,Unknown  ,0.0,0.03,0.0,0.0,0.03,68.0,14.0,,,Tragnarion Studios,
Junior Island Adventure,DS,2011.0,Miscellaneous,Unknown  ,0.03,0.0,0.0,0.0,0.03,,,,,"CyberPlanet Interactive Public Co., Ltd., Maximum Family Games, CyberPlanet Interactive",E
Jewel Master: Cradle of Rome,Wii,2009.0,Miscellaneous,Destineer  ,0.03,0.0,0.0,0.0,0.03,,,,,Cerasus Media,E
Sacra Terra: Angelic Night,PC,2011.0,Miscellaneous,Viva Media  ,0.01,0.02,0.0,0.01,0.03,,,,,"Viva Media, Five-BN, Viva Media, LLC",
Mystery Case Files: Ravenhearst,PC,2007.0,Miscellaneous,Big Fish Games  ,0.01,0.02,0.0,0.0,0.03,,,,,Big Fish Games,
Ultimate Block Party,PSP,2005.0,Miscellaneous,Conspiracy Entertainment  ,0.03,0.0,0.0,0.0,0.03,76.0,12.0,,,Magicpot,E
Egg Mania: Eggstreme Madness,PlayStation 2,2002.0,Miscellaneous,Kemco  ,0.02,0.01,0.0,0.0,0.03,64.0,8.0,,,Kemco,E
Super Bomberman R,Xbox One,2018.0,Puzzle,Konami Digital Entertainment  ,0.03,0.0,0.0,0.0,0.03,63.0,9.0,6.5,12.0,Konami,E10+
Bubble Bobble Evolution,PSP,2006.0,Action,Codemasters  ,0.03,0.0,0.0,0.0,0.03,47.0,5.0,,,"Opus, Digital Whip",E
Super Collapse! II,Game Boy Advance,2004.0,Miscellaneous,Majesco  ,0.02,0.01,0.0,0.0,0.03,60.0,4.0,,,GameHouse,E
Blokus Portable: Steambot Championship,PSP,2008.0,Miscellaneous,Majesco  ,0.03,0.0,0.0,0.0,0.03,51.0,5.0,,,Irem,E
Hot Pixel,PSP,2007.0,Miscellaneous,Atari  ,0.03,0.0,0.0,0.0,0.03,55.0,35.0,7.0,7.0,zSlide,T
Atomic Betty,Game Boy Advance,2005.0,Action,Namco  ,0.02,0.01,0.0,0.0,0.03,62.0,10.0,7.9,7.0,"Big Blue Bubble Inc., Breakthrough New Media",E
Puzzle Challenge: Crosswords and More!,Wii,2009.0,Miscellaneous,Crave Entertainment  ,0.03,0.0,0.0,0.0,0.03,,,,,Supersonic Software,E
Betty Boop's Double Shift,DS,2007.0,Miscellaneous,DSI Games  ,0.03,0.0,0.0,0.0,0.03,,,,,DSI Games,E
Tumblestone,PlayStation 4,2016.0,Puzzle,Nighthawk Interactive  ,0.02,0.0,0.0,0.01,0.03,,,,,"Ty Taylor and Mario Castaneda, The Quantum Astrophysicists Guild",E
Mystery Trackers: The Void,PC,2011.0,Puzzle,Focus Home Interactive  ,0.0,0.02,0.0,0.0,0.03,,,,,"Big Fish Games, Elephant Games",
Mojo!,Xbox,2003.0,Miscellaneous,Crave Entertainment  ,0.02,0.01,0.0,0.0,0.03,,,,,Crave,E
Cake Mania: Baker's Challenge,PlayStation 2,2008.0,Miscellaneous,Destineer  ,0.01,0.01,0.0,0.0,0.03,,,,,Sandlot Games,E
Bookworm,Game Boy Advance,2004.0,Miscellaneous,Majesco  ,0.02,0.01,0.0,0.0,0.03,62.0,5.0,,,PopCap,E
Napoleon Dynamite: The Game,DS,2007.0,Miscellaneous,Crave Entertainment  ,0.02,0.0,0.0,0.0,0.03,45.0,9.0,7.3,4.0,7 Studios,E10+
ZooCube,GameCube,2002.0,Miscellaneous,Acclaim Entertainment  ,0.02,0.0,0.0,0.0,0.02,67.0,15.0,6.7,7.0,PuzzleKings,E
Escape the Emerald Star,PC,2011.0,Miscellaneous,PopCap Games  ,0.02,0.0,0.0,0.0,0.02,,,,,PopCap,E
Luxor: The Wrath of Set,PSP,2006.0,Miscellaneous,Mumbo Jumbo  ,0.02,0.0,0.0,0.0,0.02,60.0,16.0,,,MumboJumbo,E
Crazy Machines,Wii,2011.0,Miscellaneous,Mentor Interactive  ,0.01,0.01,0.0,0.0,0.02,,,,,FAKT Software,E
Line Rider 2: Unbound,Wii,2008.0,Miscellaneous,"Genius Products, Inc.  ",0.02,0.0,0.0,0.0,0.02,62.0,12.0,6.4,5.0,InXile Entertainment,E
Bridge Constructor Portal,Xbox One,2018.0,Simulation,Nighthawk Interactive  ,0.02,0.0,0.0,0.0,0.02,78.0,9.0,6.6,12.0,ClockStone Software,E10+
Bejeweled 2 Deluxe,PC,2006.0,Miscellaneous,PopCap Games  ,0.0,0.02,0.0,0.0,0.02,,,8.2,6.0,PopCap,E
Tricky Towers,PlayStation 4,2017.0,Puzzle,Soedesco  ,0.02,0.0,0.0,0.0,0.02,72.0,20.0,6.9,90.0,"WeirdBeard B.V., WeirdBeard",E
Tumblestone,Wii U,2016.0,Puzzle,Nighthawk Interactive  ,0.02,0.0,0.0,0.0,0.02,82.0,4.0,,,Ty Taylor and Mario Castaneda,E
Nervous Brickdown,DS,2007.0,Action,Secret Stash Games  ,0.0,0.01,0.0,0.0,0.02,70.0,21.0,7.7,13.0,Arkedo Studio,E
Puzzle City,DS,2009.0,Miscellaneous,Destineer  ,0.02,0.0,0.0,0.0,0.02,,,,,"Destineer, TechFront",E
Mystery Tales 2: The Spirit Mask,DS,2011.0,Miscellaneous,Unknown  ,0.0,0.02,0.0,0.0,0.02,,,,,Easy Interactive,E10+
Spanish for Everyone!,DS,2007.0,Miscellaneous,Activision  ,0.02,0.0,0.0,0.0,0.02,,,,,Humagade,E
Super Fruit Fall,Wii,2007.0,Miscellaneous,Codemasters  ,0.01,0.0,0.0,0.0,0.02,,,,,System 3,E
The Inner World: The Last Wind Monk,PlayStation 4,2017.0,Adventure,Kalypso Media  ,0.02,0.0,0.0,0.0,0.02,,,,,Fizbin,E10+
4 Elements,3DS,2013.0,Miscellaneous,Tulip Games  ,0.0,0.02,0.0,0.0,0.02,,,,,Engine Software,E
Lumo,Switch,2017.0,Action,Rising Star Games  ,0.0,0.02,0.0,0.0,0.02,77.0,9.0,7.3,16.0,Rising Star Games,E10+
Atlantic Quest,PC,2011.0,Puzzle,Avanquest  ,0.0,0.02,0.0,0.0,0.02,,,,,"Oberon Media, rokapublish",
Aqua Panic!,DS,2009.0,Puzzle,Neko Entertainment  ,0.01,0.01,0.0,0.0,0.02,,,,,EKO Software,E
Puzzle Chronicles,DS,2010.0,Miscellaneous,Konami  ,0.02,0.0,0.0,0.0,0.02,,,,,Konami,E10+
Puzzle Quest: Challenge of the Warlords,PSP,2007.0,Miscellaneous,D3 Publisher  ,0.01,0.0,0.0,0.0,0.02,84.0,32.0,7.8,23.0,"Vicious Cycle, Infinite Interactive",E10+
Puzzle Guzzle,PSP,2008.0,Miscellaneous,Agetec  ,0.02,0.0,0.0,0.0,0.02,65.0,12.0,,,"Irem, Agetec",E
Lumo,PlayStation Vita,2016.0,Action,Rising Star Games  ,0.0,0.01,0.0,0.0,0.02,,,5.7,7.0,Triple Eh? Ltd,E10+
Tiny Toon Adventures: Wacky Stackers,Game Boy Advance,2001.0,Action,Conspiracy Entertainment  ,0.01,0.0,0.0,0.0,0.02,58.0,5.0,,,Warthog,E
Rock Blast,Wii,2010.0,Miscellaneous,UFO Interactive  ,0.02,0.0,0.0,0.0,0.02,,,,,"UFO Interactive, CyberPlanet Interactive",E
Titanic Mystery,Wii,2012.0,Miscellaneous,O-Games  ,0.02,0.0,0.0,0.0,0.02,,,,,Purple Hills,T
Ultimate Puzzle Games,Game Boy Advance,2005.0,Miscellaneous,Telegames  ,0.01,0.0,0.0,0.0,0.02,,,,,"Telegames, Inc.",E
Mechanic Master 2,DS,2010.0,Miscellaneous,Crave Entertainment  ,0.02,0.0,0.0,0.0,0.02,,,,,"Crave, Most Wanted Entertainment",E
Bejeweled Blitz,PC,2010.0,Miscellaneous,PopCap Games  ,0.0,0.01,0.0,0.0,0.02,,,,,PopCap,E
Touch My Katamari,PlayStation Vita,2012.0,Action,Namco Bandai Games  ,0.07,0.04,0.0,0.03,0.14,69.0,41.0,7.5,57.0,Bandai Namco Games,E10+
Touch My Katamari,PlayStation Vita,2012.0,Action,Namco Bandai  ,0.01,0.0,0.01,0.0,0.02,69.0,41.0,7.5,57.0,Bandai Namco Games,E10+
Cube,PSP,2007.0,Miscellaneous,D3 Publisher  ,0.02,0.0,0.0,0.0,0.02,60.0,18.0,,,Metia Interactive,E
Hands On! Tangrams,DS,2009.0,Miscellaneous,Storm City Games  ,0.02,0.0,0.0,0.0,0.02,68.0,5.0,,,Island Officials,E
Konductra,DS,2006.0,Miscellaneous,O3 Entertainment  ,0.02,0.0,0.0,0.0,0.02,60.0,14.0,,,oeFun,E
The Dark Hills of Cherai,PC,2009.0,Miscellaneous,Big Fish Games  ,0.0,0.01,0.0,0.0,0.02,,,,,ChaYoWo Games,
The Inner World: The Last Wind Monk,Xbox One,2017.0,Adventure,Kalypso Media  ,0.01,0.0,0.0,0.0,0.02,,,,,Fizbin,E10+
